snapshot_id,date_id,product_id,warehouse_id,stock_quantity,reserved_quantity,available_quantity,stock_value
7624,178,92,1,39,6,33,31200.0
7625,178,92,2,48,9,39,38400.0
7626,178,92,3,79,4,75,63200.0
7627,178,93,1,79,7,72,2528.0
7628,178,93,2,92,15,77,2944.0
7629,178,93,3,164,15,149,5248.0
7630,178,94,1,103,13,90,5665.0
7631,178,94,2,78,4,74,4290.0
7632,178,94,3,70,5,65,3850.0
7633,178,95,1,55,9,46,4510.0
7634,178,95,2,62,9,53,5084.0
7635,178,95,3,81,12,69,6642.0
7636,178,96,1,28,4,24,3220.0
7637,178,96,2,104,13,91,11960.0
7638,178,96,3,106,20,86,12190.0
7639,178,97,1,41,8,33,7380.0
7640,178,97,2,78,14,64,14040.0
7641,178,97,3,147,16,131,26460.0
7642,178,98,1,49,5,44,7350.0
7643,178,98,2,203,31,172,30450.0
7644,178,98,3,31,4,27,4650.0
7645,185,1,1,77,10,67,65450.0
7646,185,1,2,80,12,68,68000.0
7647,185,1,3,24,3,21,20400.0
7648,185,2,1,72,10,62,118800.0
7649,185,2,2,29,2,27,47850.0
7650,185,2,3,75,12,63,123750.0
7651,185,3,1,70,8,62,21700.0
7652,185,3,2,53,7,46,16430.0
7653,185,3,3,182,19,163,56420.0
7654,185,4,1,22,1,21,4730.0
7655,185,4,2,213,40,173,45795.0
7656,185,4,3,52,6,46,11180.0
7657,185,5,1,56,10,46,55440.0
7658,185,5,2,85,6,79,84150.0
7659,185,5,3,73,12,61,72270.0
7660,185,6,1,37,6,31,53650.0
7661,185,6,2,39,6,33,56550.0
7662,185,6,3,107,14,93,155150.0
7663,185,7,1,81,8,73,30780.0
7664,185,7,2,94,16,78,35720.0
7665,185,7,3,52,6,46,19760.0
7666,185,8,1,26,3,23,30940.0
7667,185,8,2,207,37,170,246330.0
7668,185,8,3,46,7,39,54740.0
7669,185,9,1,187,28,159,160820.0
7670,185,9,2,83,10,73,71380.0
7671,185,9,3,139,13,126,119540.0
7672,185,10,1,20,2,18,37000.0
7673,185,10,2,160,24,136,296000.0
7674,185,10,3,83,16,67,153550.0
7675,185,11,1,168,19,149,46200.0
7676,185,11,2,16,0,16,4400.0
7677,185,11,3,115,9,106,31625.0
7678,185,12,1,98,5,93,54880.0
7679,185,12,2,20,2,18,11200.0
7680,185,12,3,100,14,86,56000.0
7681,185,13,1,94,8,86,20210.0
7682,185,13,2,84,12,72,18060.0
7683,185,13,3,174,30,144,37410.0
7684,185,14,1,136,22,114,63240.0
7685,185,14,2,98,18,80,45570.0
7686,185,14,3,111,8,103,51615.0
7687,185,15,1,70,5,65,12950.0
7688,185,15,2,38,2,36,7030.0
7689,185,15,3,25,4,21,4625.0
7690,185,16,1,100,15,85,28000.0
7691,185,16,2,54,5,49,15120.0
7692,185,16,3,76,4,72,21280.0
7693,185,17,1,75,5,70,33000.0
7694,185,17,2,195,15,180,85800.0
7695,185,17,3,76,9,67,33440.0
7696,185,18,1,57,3,54,21660.0
7697,185,18,2,96,16,80,36480.0
7698,185,18,3,29,4,25,11020.0
7699,185,19,1,40,6,34,10000.0
7700,185,19,2,132,7,125,33000.0
7701,185,19,3,29,3,26,7250.0
7702,185,20,1,170,11,159,33150.0
7703,185,20,2,23,1,22,4485.0
7704,185,20,3,64,12,52,12480.0
7705,185,21,1,79,4,75,14615.0
7706,185,21,2,53,9,44,9805.0
7707,185,21,3,119,15,104,22015.0
7708,185,22,1,65,5,60,10725.0
7709,185,22,2,108,14,94,17820.0
7710,185,22,3,98,13,85,16170.0
7711,185,23,1,73,6,67,6935.0
7712,185,23,2,61,8,53,5795.0
7713,185,23,3,139,14,125,13205.0
7714,185,24,1,124,6,118,19220.0
7715,185,24,2,160,18,142,24800.0
7716,185,24,3,35,2,33,5425.0
7717,185,25,1,107,19,88,11770.0
7718,185,25,2,14,1,13,1540.0
7719,185,25,3,60,8,52,6600.0
7720,185,26,1,181,26,155,17195.0
7721,185,26,2,90,13,77,8550.0
7722,185,26,3,61,7,54,5795.0
7723,185,27,1,78,11,67,6396.0
7724,185,27,2,30,5,25,2460.0
7725,185,27,3,122,12,110,10004.0
7726,185,28,1,83,5,78,11620.0
7727,185,28,2,211,13,198,29540.0
7728,185,28,3,161,10,151,22540.0
7729,185,29,1,178,21,157,106800.0
7730,185,29,2,184,33,151,110400.0
7731,185,29,3,109,19,90,65400.0
7732,185,30,1,33,6,27,26400.0
7733,185,30,2,150,18,132,120000.0
7734,185,30,3,31,3,28,24800.0
7735,185,31,1,191,33,158,129880.0
7736,185,31,2,222,12,210,150960.0
7737,185,31,3,67,11,56,45560.0
7738,185,32,1,71,12,59,38340.0
7739,185,32,2,107,19,88,57780.0
7740,185,32,3,59,8,51,31860.0
7741,185,33,1,73,8,65,35040.0
7742,185,33,2,47,7,40,22560.0
7743,185,33,3,62,8,54,29760.0
7744,185,34,1,49,2,47,30380.0
7745,185,34,2,134,24,110,83080.0
7746,185,34,3,45,7,38,27900.0
7747,185,35,1,55,5,50,23100.0
7748,185,35,2,174,21,153,73080.0
7749,185,35,3,31,4,27,13020.0
7750,185,36,1,166,28,138,59760.0
7751,185,36,2,131,19,112,47160.0
7752,185,36,3,22,3,19,7920.0
7753,185,37,1,130,16,114,66300.0
7754,185,37,2,20,3,17,10200.0
7755,185,37,3,31,4,27,15810.0
7756,185,38,1,61,3,58,27145.0
7757,185,38,2,69,10,59,30705.0
7758,185,38,3,31,5,26,13795.0
7759,185,39,1,80,12,68,70400.0
7760,185,39,2,117,9,108,102960.0
7761,185,39,3,158,10,148,139040.0
7762,185,40,1,87,7,80,41325.0
7763,185,40,2,134,14,120,63650.0
7764,185,40,3,177,27,150,84075.0
7765,185,41,1,94,12,82,32430.0
7766,185,41,2,109,15,94,37605.0
7767,185,41,3,113,16,97,38985.0
7768,185,42,1,78,13,65,59280.0
7769,185,42,2,49,8,41,37240.0
7770,185,42,3,71,13,58,53960.0
7771,185,43,1,91,4,87,86450.0
7772,185,43,2,31,2,29,29450.0
7773,185,43,3,69,5,64,65550.0
7774,185,44,1,80,5,75,45600.0
7775,185,44,2,151,9,142,86070.0
7776,185,44,3,65,6,59,37050.0
7777,185,45,1,35,5,30,17675.0
7778,185,45,2,121,10,111,61105.0
7779,185,45,3,57,4,53,28785.0
7780,185,46,1,30,1,29,9450.0
7781,185,46,2,114,14,100,35910.0
7782,185,46,3,97,7,90,30555.0
7783,185,47,1,96,14,82,36480.0
7784,185,47,2,183,30,153,69540.0
7785,185,47,3,140,19,121,53200.0
7786,185,48,1,79,7,72,33970.0
7787,185,48,2,41,5,36,17630.0
7788,185,48,3,62,11,51,26660.0
7789,185,49,1,145,25,120,44225.0
7790,185,49,2,131,21,110,39955.0
7791,185,49,3,33,3,30,10065.0
7792,185,50,1,137,22,115,64390.0
7793,185,50,2,161,10,151,75670.0
7794,185,50,3,61,10,51,28670.0
7795,185,51,1,128,17,111,48000.0
7796,185,51,2,130,10,120,48750.0
7797,185,51,3,31,1,30,11625.0
7798,185,52,1,63,5,58,13545.0
7799,185,52,2,142,27,115,30530.0
7800,185,52,3,114,7,107,24510.0
7801,185,53,1,74,6,68,6512.0
7802,185,53,2,127,13,114,11176.0
7803,185,53,3,103,12,91,9064.0
7804,185,54,1,82,13,69,4756.0
7805,185,54,2,195,37,158,11310.0
7806,185,54,3,62,5,57,3596.0
7807,185,55,1,31,5,26,30380.0
7808,185,55,2,155,25,130,151900.0
7809,185,55,3,78,10,68,76440.0
7810,185,56,1,29,4,25,41760.0
7811,185,56,2,131,11,120,188640.0
7812,185,56,3,31,4,27,44640.0
7813,185,57,1,87,8,79,113970.0
7814,185,57,2,97,5,92,127070.0
7815,185,57,3,32,3,29,41920.0
7816,185,58,1,118,22,96,130980.0
7817,185,58,2,29,2,27,32190.0
7818,185,58,3,128,14,114,142080.0
7819,185,59,1,84,14,70,98700.0
7820,185,59,2,33,2,31,38775.0
7821,185,59,3,87,12,75,102225.0
7822,185,60,1,21,2,19,16380.0
7823,185,60,2,42,3,39,32760.0
7824,185,60,3,65,7,58,50700.0
7825,185,61,1,61,3,58,39650.0
7826,185,61,2,139,12,127,90350.0
7827,185,61,3,127,7,120,82550.0
7828,185,62,1,79,5,74,66755.0
7829,185,62,2,13,0,13,10985.0
7830,185,62,3,108,18,90,91260.0
7831,185,63,1,29,3,26,30305.0
7832,185,63,2,106,13,93,110770.0
7833,185,63,3,117,17,100,122265.0
7834,185,64,1,43,8,35,19565.0
7835,185,64,2,153,23,130,69615.0
7836,185,64,3,108,10,98,49140.0
7837,185,65,1,92,6,86,96140.0
7838,185,65,2,42,2,40,43890.0
7839,185,65,3,162,26,136,169290.0
7840,185,66,1,83,15,68,48555.0
7841,185,66,2,138,11,127,80730.0
7842,185,66,3,106,11,95,62010.0
7843,185,67,1,127,18,109,82550.0
7844,185,67,2,104,9,95,67600.0
7845,185,67,3,107,11,96,69550.0
7846,185,68,1,44,7,37,2552.0
7847,185,68,2,114,7,107,6612.0
7848,185,68,3,62,9,53,3596.0
7849,185,69,1,64,10,54,4352.0
7850,185,69,2,91,7,84,6188.0
7851,185,69,3,35,5,30,2380.0
7852,185,70,1,103,19,84,7210.0
7853,185,70,2,121,16,105,8470.0
7854,185,70,3,81,5,76,5670.0
7855,185,71,1,58,8,50,2436.0
7856,185,71,2,37,2,35,1554.0
7857,185,71,3,32,4,28,1344.0
7858,185,72,1,92,6,86,6256.0
7859,185,72,2,30,3,27,2040.0
7860,185,72,3,24,1,23,1632.0
7861,185,73,1,95,5,90,5510.0
7862,185,73,2,28,3,25,1624.0
7863,185,73,3,48,5,43,2784.0
7864,185,74,1,17,3,14,3145.0
7865,185,74,2,64,10,54,11840.0
7866,185,74,3,54,8,46,9990.0
7867,185,75,1,117,18,99,25155.0
7868,185,75,2,44,3,41,9460.0
7869,185,75,3,209,37,172,44935.0
7870,185,76,1,25,2,23,21750.0
7871,185,76,2,179,25,154,155730.0
7872,185,76,3,49,3,46,42630.0
7873,185,77,1,32,5,27,21600.0
7874,185,77,2,166,32,134,112050.0
7875,185,77,3,69,5,64,46575.0
7876,185,78,1,217,32,185,192045.0
7877,185,78,2,60,8,52,53100.0
7878,185,78,3,123,7,116,108855.0
7879,185,79,1,82,7,75,48380.0
7880,185,79,2,100,14,86,59000.0
7881,185,79,3,21,2,19,12390.0
7882,185,80,1,30,5,25,21600.0
7883,185,80,2,73,7,66,52560.0
7884,185,80,3,77,9,68,55440.0
7885,185,81,1,113,21,92,59325.0
7886,185,81,2,167,21,146,87675.0
7887,185,81,3,137,11,126,71925.0
7888,185,82,1,76,8,68,42180.0
7889,185,82,2,22,3,19,12210.0
7890,185,82,3,31,3,28,17205.0
7891,185,83,1,154,26,128,38500.0
7892,185,83,2,47,7,40,11750.0
7893,185,83,3,118,14,104,29500.0
7894,185,84,1,89,4,85,52510.0
7895,185,84,2,44,4,40,25960.0
7896,185,84,3,141,18,123,83190.0
7897,185,85,1,43,2,41,12685.0
7898,185,85,2,113,5,108,33335.0
7899,185,85,3,45,4,41,13275.0
7900,185,86,1,68,10,58,40120.0
7901,185,86,2,183,22,161,107970.0
7902,185,86,3,80,11,69,47200.0
7903,185,87,1,168,30,138,31080.0
7904,185,87,2,28,4,24,5180.0
7905,185,87,3,74,4,70,13690.0
7906,185,88,1,91,8,83,41405.0
7907,185,88,2,139,12,127,63245.0
7908,185,88,3,100,11,89,45500.0
7909,185,89,1,107,14,93,16050.0
7910,185,89,2,55,5,50,8250.0
7911,185,89,3,133,20,113,19950.0
7912,185,90,1,163,14,149,90465.0
7913,185,90,2,18,2,16,9990.0
7914,185,90,3,54,7,47,29970.0
7915,185,91,1,82,14,68,43870.0
7916,185,91,2,80,12,68,42800.0
7917,185,91,3,93,9,84,49755.0
7918,185,92,1,25,2,23,20000.0
7919,185,92,2,32,5,27,25600.0
7920,185,92,3,72,4,68,57600.0
7921,185,93,1,71,6,65,2272.0
7922,185,93,2,85,5,80,2720.0
7923,185,93,3,159,27,132,5088.0
7924,185,94,1,87,5,82,4785.0
7925,185,94,2,71,10,61,3905.0
7926,185,94,3,62,8,54,3410.0
7927,185,95,1,50,6,44,4100.0
7928,185,95,2,50,4,46,4100.0
7929,185,95,3,71,6,65,5822.0
7930,185,96,1,14,0,14,1610.0
7931,185,96,2,98,12,86,11270.0
7932,185,96,3,96,18,78,11040.0
7933,185,97,1,30,3,27,5400.0
7934,185,97,2,67,7,60,12060.0
7935,185,97,3,134,7,127,24120.0
7936,185,98,1,37,6,31,5550.0
7937,185,98,2,188,11,177,28200.0
7938,185,98,3,18,0,18,2700.0
7939,192,1,1,66,8,58,56100.0
7940,192,1,2,73,8,65,62050.0
7941,192,1,3,147,8,139,124950.0
7942,192,2,1,62,7,55,102300.0
7943,192,2,2,23,3,20,37950.0
7944,192,2,3,67,12,55,110550.0
7945,192,3,1,58,11,47,17980.0
7946,192,3,2,37,6,31,11470.0
7947,192,3,3,166,19,147,51460.0
7948,192,4,1,108,15,93,23220.0
7949,192,4,2,208,27,181,44720.0
7950,192,4,3,37,6,31,7955.0
7951,192,5,1,41,4,37,40590.0
7952,192,5,2,76,3,73,75240.0
7953,192,5,3,67,5,62,66330.0
7954,192,6,1,23,1,22,33350.0
7955,192,6,2,30,4,26,43500.0
7956,192,6,3,95,15,80,137750.0
7957,192,7,1,68,11,57,25840.0
7958,192,7,2,78,4,74,29640.0
7959,192,7,3,44,3,41,16720.0
7960,192,8,1,20,2,18,23800.0
7961,192,8,2,196,38,158,233240.0
7962,192,8,3,33,3,30,39270.0
7963,192,9,1,178,12,166,153080.0
7964,192,9,2,78,5,73,67080.0
7965,192,9,3,133,16,117,114380.0
7966,192,10,1,147,14,133,271950.0
7967,192,10,2,148,7,141,273800.0
7968,192,10,3,72,6,66,133200.0
7969,192,11,1,156,21,135,42900.0
7970,192,11,2,223,41,182,61325.0
7971,192,11,3,101,16,85,27775.0
7972,192,12,1,85,10,75,47600.0
7973,192,12,2,71,7,64,39760.0
7974,192,12,3,93,9,84,52080.0
7975,192,13,1,79,4,75,16985.0
7976,192,13,2,78,4,74,16770.0
7977,192,13,3,158,19,139,33970.0
7978,192,14,1,123,9,114,57195.0
7979,192,14,2,91,13,78,42315.0
7980,192,14,3,102,10,92,47430.0
7981,192,15,1,57,6,51,10545.0
7982,192,15,2,30,1,29,5550.0
7983,192,15,3,18,0,18,3330.0
7984,192,16,1,93,8,85,26040.0
7985,192,16,2,45,7,38,12600.0
7986,192,16,3,64,11,53,17920.0
7987,192,17,1,68,11,57,29920.0
7988,192,17,2,183,22,161,80520.0
7989,192,17,3,66,9,57,29040.0
7990,192,18,1,44,7,37,16720.0
7991,192,18,2,83,14,69,31540.0
7992,192,18,3,14,2,12,5320.0
7993,192,19,1,24,3,21,6000.0
7994,192,19,2,119,16,103,29750.0
7995,192,19,3,14,1,13,3500.0
7996,192,20,1,161,29,132,31395.0
7997,192,20,2,129,6,123,25155.0
7998,192,20,3,56,8,48,10920.0
7999,192,21,1,72,7,65,13320.0
8000,192,21,2,38,3,35,7030.0
8001,192,21,3,106,5,101,19610.0
8002,192,22,1,59,11,48,9735.0
8003,192,22,2,93,7,86,15345.0
8004,192,22,3,87,8,79,14355.0
8005,192,23,1,60,7,53,5700.0
8006,192,23,2,49,6,43,4655.0
8007,192,23,3,124,15,109,11780.0
8008,192,24,1,113,15,98,17515.0
8009,192,24,2,150,10,140,23250.0
8010,192,24,3,22,2,20,3410.0
8011,192,25,1,97,14,83,10670.0
8012,192,25,2,139,25,114,15290.0
8013,192,25,3,55,10,45,6050.0
8014,192,26,1,169,29,140,16055.0
8015,192,26,2,81,9,72,7695.0
8016,192,26,3,48,3,45,4560.0
8017,192,27,1,70,6,64,5740.0
8018,192,27,2,19,1,18,1558.0
8019,192,27,3,113,7,106,9266.0
8020,192,28,1,74,10,64,10360.0
8021,192,28,2,204,12,192,28560.0
8022,192,28,3,145,20,125,20300.0
8023,192,29,1,167,12,155,100200.0
8024,192,29,2,176,16,160,105600.0
8025,192,29,3,103,17,86,61800.0
8026,192,30,1,20,1,19,16000.0
8027,192,30,2,137,9,128,109600.0
8028,192,30,3,18,2,16,14400.0
8029,192,31,1,177,22,155,120360.0
8030,192,31,2,213,28,185,144840.0
8031,192,31,3,56,4,52,38080.0
8032,192,32,1,58,7,51,31320.0
8033,192,32,2,101,8,93,54540.0
8034,192,32,3,45,7,38,24300.0
8035,192,33,1,60,6,54,28800.0
8036,192,33,2,32,5,27,15360.0
8037,192,33,3,56,5,51,26880.0
8038,192,34,1,35,2,33,21700.0
8039,192,34,2,123,18,105,76260.0
8040,192,34,3,30,3,27,18600.0
8041,192,35,1,42,3,39,17640.0
8042,192,35,2,163,16,147,68460.0
8043,192,35,3,16,1,15,6720.0
8044,192,36,1,158,24,134,56880.0
8045,192,36,2,122,17,105,43920.0
8046,192,36,3,120,12,108,43200.0
8047,192,37,1,115,6,109,58650.0
8048,192,37,2,229,40,189,116790.0
8049,192,37,3,23,3,20,11730.0
8050,192,38,1,52,8,44,23140.0
8051,192,38,2,56,7,49,24920.0
8052,192,38,3,17,1,16,7565.0
8053,192,39,1,72,9,63,63360.0
8054,192,39,2,106,13,93,93280.0
8055,192,39,3,143,13,130,125840.0
8056,192,40,1,72,4,68,34200.0
8057,192,40,2,119,19,100,56525.0
8058,192,40,3,169,11,158,80275.0
8059,192,41,1,83,4,79,28635.0
8060,192,41,2,103,19,84,35535.0
8061,192,41,3,104,7,97,35880.0
8062,192,42,1,66,10,56,50160.0
8063,192,42,2,43,3,40,32680.0
8064,192,42,3,64,9,55,48640.0
8065,192,43,1,85,8,77,80750.0
8066,192,43,2,18,3,15,17100.0
8067,192,43,3,59,3,56,56050.0
8068,192,44,1,68,7,61,38760.0
8069,192,44,2,136,10,126,77520.0
8070,192,44,3,59,3,56,33630.0
8071,192,45,1,20,3,17,10100.0
8072,192,45,2,110,9,101,55550.0
8073,192,45,3,46,7,39,23230.0
8074,192,46,1,17,2,15,5355.0
8075,192,46,2,102,9,93,32130.0
8076,192,46,3,86,12,74,27090.0
8077,192,47,1,88,11,77,33440.0
8078,192,47,2,169,22,147,64220.0
8079,192,47,3,127,17,110,48260.0
8080,192,48,1,66,9,57,28380.0
8081,192,48,2,32,3,29,13760.0
8082,192,48,3,52,4,48,22360.0
8083,192,49,1,131,7,124,39955.0
8084,192,49,2,126,15,111,38430.0
8085,192,49,3,20,1,19,6100.0
8086,192,50,1,125,19,106,58750.0
8087,192,50,2,149,15,134,70030.0
8088,192,50,3,54,8,46,25380.0
8089,192,51,1,114,9,105,42750.0
8090,192,51,2,115,22,93,43125.0
8091,192,51,3,18,1,17,6750.0
8092,192,52,1,52,3,49,11180.0
8093,192,52,2,131,20,111,28165.0
8094,192,52,3,106,12,94,22790.0
8095,192,53,1,66,10,56,5808.0
8096,192,53,2,117,23,94,10296.0
8097,192,53,3,89,14,75,7832.0
8098,192,54,1,70,7,63,4060.0
8099,192,54,2,189,13,176,10962.0
8100,192,54,3,48,5,43,2784.0
8101,192,55,1,23,3,20,22540.0
8102,192,55,2,150,17,133,147000.0
8103,192,55,3,67,11,56,65660.0
8104,192,56,1,18,2,16,25920.0
8105,192,56,2,121,12,109,174240.0
8106,192,56,3,16,1,15,23040.0
8107,192,57,1,81,9,72,106110.0
8108,192,57,2,89,6,83,116590.0
8109,192,57,3,20,3,17,26200.0
8110,192,58,1,113,14,99,125430.0
8111,192,58,2,17,2,15,18870.0
8112,192,58,3,116,7,109,128760.0
8113,192,59,1,78,13,65,91650.0
8114,192,59,2,19,1,18,22325.0
8115,192,59,3,82,4,78,96350.0
8116,192,60,1,186,28,158,145080.0
8117,192,60,2,28,5,23,21840.0
8118,192,60,3,53,3,50,41340.0
8119,192,61,1,51,9,42,33150.0
8120,192,61,2,123,13,110,79950.0
8121,192,61,3,113,16,97,73450.0
8122,192,62,1,64,8,56,54080.0
8123,192,62,2,82,14,68,69290.0
8124,192,62,3,97,12,85,81965.0
8125,192,63,1,22,1,21,22990.0
8126,192,63,2,100,16,84,104500.0
8127,192,63,3,101,15,86,105545.0
8128,192,64,1,37,4,33,16835.0
8129,192,64,2,142,15,127,64610.0
8130,192,64,3,100,14,86,45500.0
8131,192,65,1,79,10,69,82555.0
8132,192,65,2,33,2,31,34485.0
8133,192,65,3,152,14,138,158840.0
8134,192,66,1,73,9,64,42705.0
8135,192,66,2,129,25,104,75465.0
8136,192,66,3,92,13,79,53820.0
8137,192,67,1,118,18,100,76700.0
8138,192,67,2,94,8,86,61100.0
8139,192,67,3,97,10,87,63050.0
8140,192,68,1,37,4,33,2146.0
8141,192,68,2,106,13,93,6148.0
8142,192,68,3,53,9,44,3074.0
8143,192,69,1,53,7,46,3604.0
8144,192,69,2,76,12,64,5168.0
8145,192,69,3,27,3,24,1836.0
8146,192,70,1,97,9,88,6790.0
8147,192,70,2,114,15,99,7980.0
8148,192,70,3,74,9,65,5180.0
8149,192,71,1,42,7,35,1764.0
8150,192,71,2,28,4,24,1176.0
8151,192,71,3,25,3,22,1050.0
8152,192,72,1,82,14,68,5576.0
8153,192,72,2,21,3,18,1428.0
8154,192,72,3,228,38,190,15504.0
8155,192,73,1,80,10,70,4640.0
8156,192,73,2,15,2,13,870.0
8157,192,73,3,41,6,35,2378.0
8158,192,74,1,71,11,60,13135.0
8159,192,74,2,52,9,43,9620.0
8160,192,74,3,48,7,41,8880.0
8161,192,75,1,111,11,100,23865.0
8162,192,75,2,29,4,25,6235.0
8163,192,75,3,201,34,167,43215.0
8164,192,76,1,14,1,13,12180.0
8165,192,76,2,169,17,152,147030.0
8166,192,76,3,34,2,32,29580.0
8167,192,77,1,17,2,15,11475.0
8168,192,77,2,154,11,143,103950.0
8169,192,77,3,55,4,51,37125.0
8170,192,78,1,202,39,163,178770.0
8171,192,78,2,49,6,43,43365.0
8172,192,78,3,107,8,99,94695.0
8173,192,79,1,66,11,55,38940.0
8174,192,79,2,90,6,84,53100.0
8175,192,79,3,87,11,76,51330.0
8176,192,80,1,19,2,17,13680.0
8177,192,80,2,58,7,51,41760.0
8178,192,80,3,65,7,58,46800.0
8179,192,81,1,107,21,86,56175.0
8180,192,81,2,162,8,154,85050.0
8181,192,81,3,130,16,114,68250.0
8182,192,82,1,62,10,52,34410.0
8183,192,82,2,186,14,172,103230.0
8184,192,82,3,21,3,18,11655.0
8185,192,83,1,144,26,118,36000.0
8186,192,83,2,39,4,35,9750.0
8187,192,83,3,105,7,98,26250.0
8188,192,84,1,84,9,75,49560.0
8189,192,84,2,28,2,26,16520.0
8190,192,84,3,131,21,110,77290.0
8191,192,85,1,36,6,30,10620.0
8192,192,85,2,97,5,92,28615.0
8193,192,85,3,32,1,31,9440.0
8194,192,86,1,53,6,47,31270.0
8195,192,86,2,173,9,164,102070.0
8196,192,86,3,68,12,56,40120.0
8197,192,87,1,159,30,129,29415.0
8198,192,87,2,21,1,20,3885.0
8199,192,87,3,68,13,55,12580.0
8200,192,88,1,79,9,70,35945.0
8201,192,88,2,129,12,117,58695.0
8202,192,88,3,86,4,82,39130.0
8203,192,89,1,94,13,81,14100.0
8204,192,89,2,42,7,35,6300.0
8205,192,89,3,124,14,110,18600.0
8206,192,90,1,149,28,121,82695.0
8207,192,90,2,215,17,198,119325.0
8208,192,90,3,46,4,42,25530.0
8209,192,91,1,72,7,65,38520.0
8210,192,91,2,73,10,63,39055.0
8211,192,91,3,81,14,67,43335.0
8212,192,92,1,12,0,12,9600.0
8213,192,92,2,26,2,24,20800.0
8214,192,92,3,59,11,48,47200.0
8215,192,93,1,59,6,53,1888.0
8216,192,93,2,70,9,61,2240.0
8217,192,93,3,151,16,135,4832.0
8218,192,94,1,81,9,72,4455.0
8219,192,94,2,65,7,58,3575.0
8220,192,94,3,56,4,52,3080.0
8221,192,95,1,42,4,38,3444.0
8222,192,95,2,35,4,31,2870.0
8223,192,95,3,57,7,50,4674.0
8224,192,96,1,202,40,162,23230.0
8225,192,96,2,92,15,77,10580.0
8226,192,96,3,84,11,73,9660.0
8227,192,97,1,17,2,15,3060.0
8228,192,97,2,59,8,51,10620.0
8229,192,97,3,126,23,103,22680.0
8230,192,98,1,32,5,27,4800.0
8231,192,98,2,172,19,153,25800.0
8232,192,98,3,188,26,162,28200.0
8233,199,1,1,59,11,48,50150.0
8234,199,1,2,63,8,55,53550.0
8235,199,1,3,136,25,111,115600.0
8236,199,2,1,56,4,52,92400.0
8237,199,2,2,179,11,168,295350.0
8238,199,2,3,62,11,51,102300.0
8239,199,3,1,49,3,46,15190.0
8240,199,3,2,30,3,27,9300.0
8241,199,3,3,156,23,133,48360.0
8242,199,4,1,100,19,81,21500.0
8243,199,4,2,198,18,180,42570.0
8244,199,4,3,31,4,27,6665.0
8245,199,5,1,35,2,33,34650.0
8246,199,5,2,72,13,59,71280.0
8247,199,5,3,58,6,52,57420.0
8248,199,6,1,146,25,121,211700.0
8249,199,6,2,20,1,19,29000.0
8250,199,6,3,87,9,78,126150.0
8251,199,7,1,57,9,48,21660.0
8252,199,7,2,72,13,59,27360.0
8253,199,7,3,39,3,36,14820.0
8254,199,8,1,165,21,144,196350.0
8255,199,8,2,185,35,150,220150.0
8256,199,8,3,28,2,26,33320.0
8257,199,9,1,172,23,149,147920.0
8258,199,9,2,71,11,60,61060.0
8259,199,9,3,122,24,98,104920.0
8260,199,10,1,142,16,126,262700.0
8261,199,10,2,143,22,121,264550.0
8262,199,10,3,62,6,56,114700.0
8263,199,11,1,151,23,128,41525.0
8264,199,11,2,218,12,206,59950.0
8265,199,11,3,90,10,80,24750.0
8266,199,12,1,81,10,71,45360.0
8267,199,12,2,62,7,55,34720.0
8268,199,12,3,86,17,69,48160.0
8269,199,13,1,72,9,63,15480.0
8270,199,13,2,70,7,63,15050.0
8271,199,13,3,151,27,124,32465.0
8272,199,14,1,114,22,92,53010.0
8273,199,14,2,87,14,73,40455.0
8274,199,14,3,96,8,88,44640.0
8275,199,15,1,46,5,41,8510.0
8276,199,15,2,25,1,24,4625.0
8277,199,15,3,196,18,178,36260.0
8278,199,16,1,87,10,77,24360.0
8279,199,16,2,40,5,35,11200.0
8280,199,16,3,55,9,46,15400.0
8281,199,17,1,58,9,49,25520.0
8282,199,17,2,178,28,150,78320.0
8283,199,17,3,62,10,52,27280.0
8284,199,18,1,34,3,31,12920.0
8285,199,18,2,74,4,70,28120.0
8286,199,18,3,72,5,67,27360.0
8287,199,19,1,77,12,65,19250.0
8288,199,19,2,109,16,93,27250.0
8289,199,19,3,68,7,61,17000.0
8290,199,20,1,157,26,131,30615.0
8291,199,20,2,122,9,113,23790.0
8292,199,20,3,47,5,42,9165.0
8293,199,21,1,62,10,52,11470.0
8294,199,21,2,28,4,24,5180.0
8295,199,21,3,102,7,95,18870.0
8296,199,22,1,54,5,49,8910.0
8297,199,22,2,83,4,79,13695.0
8298,199,22,3,78,10,68,12870.0
8299,199,23,1,52,5,47,4940.0
8300,199,23,2,41,7,34,3895.0
8301,199,23,3,115,17,98,10925.0
8302,199,24,1,105,6,99,16275.0
8303,199,24,2,143,27,116,22165.0
8304,199,24,3,184,18,166,28520.0
8305,199,25,1,92,11,81,10120.0
8306,199,25,2,128,10,118,14080.0
8307,199,25,3,48,7,41,5280.0
8308,199,26,1,165,22,143,15675.0
8309,199,26,2,76,4,72,7220.0
8310,199,26,3,38,6,32,3610.0
8311,199,27,1,61,6,55,5002.0
8312,199,27,2,171,9,162,14022.0
8313,199,27,3,106,15,91,8692.0
8314,199,28,1,69,5,64,9660.0
8315,199,28,2,194,12,182,27160.0
8316,199,28,3,140,7,133,19600.0
8317,199,29,1,159,14,145,95400.0
8318,199,29,2,167,19,148,100200.0
8319,199,29,3,94,10,84,56400.0
8320,199,30,1,93,17,76,74400.0
