return_id,date_id,product_id,customer_id,order_id,return_quantity,refund_amount,return_rate_flag,return_reason
920,165,36,32888,ORD-20220531-24830,1,599.0,1,defective_product
921,178,95,23612,ORD-20220531-49613,1,149.0,1,changed_mind
922,168,11,46813,ORD-20220601-97550,2,898.0,1,not_as_described
923,173,2,26954,ORD-20220601-76764,1,2249.1,1,delivery_issue
924,172,19,26386,ORD-20220601-85269,1,399.0,1,delivery_issue
925,171,72,21480,ORD-20220601-37096,1,129.0,1,wrong_item
926,172,8,15778,ORD-20220601-79457,1,1799.0,1,defective_product
927,164,80,19512,ORD-20220602-11978,1,1099.0,1,changed_mind
928,162,65,2786,ORD-20220602-31004,1,1599.0,1,not_as_described
929,170,69,44902,ORD-20220602-64058,1,129.0,1,defective_product
930,159,80,10556,ORD-20220602-24924,1,1099.0,1,delivery_issue
931,158,62,49340,ORD-20220602-11937,1,1299.0,1,defective_product
932,170,91,34205,ORD-20220602-28810,1,819.0,1,not_as_described
933,166,98,26314,ORD-20220603-83404,1,236.55,1,changed_mind
934,159,91,47543,ORD-20220603-77340,2,1638.0,1,defective_product
935,158,2,39235,ORD-20220603-93503,1,2499.0,1,defective_product
936,165,16,14422,ORD-20220603-57997,1,449.0,1,defective_product
937,160,51,21518,ORD-20220603-57238,1,569.05,1,compatibility_issue
938,164,72,14657,ORD-20220603-53898,1,129.0,1,defective_product
939,166,78,6382,ORD-20220604-20378,1,1281.55,1,delivery_issue
940,184,39,8687,ORD-20220604-57796,2,2798.0,1,defective_product
941,174,50,24047,ORD-20220604-41281,1,711.55,1,not_as_described
942,179,83,49477,ORD-20220604-42377,1,399.0,1,defective_product
943,160,32,17996,ORD-20220604-55875,1,764.15,1,not_as_described
944,169,5,412,ORD-20220604-28335,1,1499.0,1,defective_product
945,161,39,34578,ORD-20220604-72533,1,1259.1,1,not_as_described
946,167,79,12838,ORD-20220604-29216,1,899.0,1,delivery_issue
947,176,71,22182,ORD-20220604-68289,1,79.0,1,compatibility_issue
948,184,7,23207,ORD-20220605-91010,1,599.0,1,defective_product
949,179,42,2611,ORD-20220605-84241,1,1139.05,1,delivery_issue
950,170,37,12520,ORD-20220605-68062,1,799.0,1,not_as_described
951,179,65,30816,ORD-20220605-62352,1,1599.0,1,compatibility_issue
952,168,79,27613,ORD-20220605-20865,1,899.0,1,defective_product
953,184,6,29706,ORD-20220606-55174,1,2199.0,1,delivery_issue
954,187,39,39395,ORD-20220606-59408,1,1329.05,1,not_as_described
955,188,8,13684,ORD-20220607-52106,1,1799.0,1,not_as_described
956,166,38,25599,ORD-20220607-45960,1,699.0,1,not_as_described
957,164,79,5762,ORD-20220607-97627,1,899.0,1,defective_product
958,186,67,27522,ORD-20220607-88305,1,999.0,1,not_as_described
959,171,2,37335,ORD-20220607-62820,2,4498.2,1,delivery_issue
960,178,92,26752,ORD-20220607-31190,1,1219.0,1,changed_mind
961,176,2,11526,ORD-20220607-67726,1,2499.0,1,defective_product
962,171,65,21415,ORD-20220608-51515,1,1599.0,1,changed_mind
963,165,6,37667,ORD-20220608-25349,1,2199.0,1,wrong_item
964,166,6,43370,ORD-20220608-37709,1,2199.0,1,changed_mind
965,187,28,185,ORD-20220608-56186,1,249.0,1,compatibility_issue
966,176,85,1933,ORD-20220608-31773,1,381.65,1,wrong_item
967,176,51,41251,ORD-20220608-46350,1,599.0,1,wrong_item
968,182,20,15543,ORD-20220608-15401,1,331.55,1,wrong_item
969,175,17,753,ORD-20220609-62307,1,699.0,1,changed_mind
970,170,83,48965,ORD-20220609-87960,1,399.0,1,changed_mind
971,165,58,6460,ORD-20220609-50097,3,5097.0,1,not_as_described
972,188,68,2945,ORD-20220609-46913,1,109.0,1,compatibility_issue
973,179,94,34913,ORD-20220609-60027,1,99.0,1,not_as_described
974,172,11,28543,ORD-20220609-62963,2,898.0,1,delivery_issue
975,190,51,45099,ORD-20220609-21082,1,599.0,1,wrong_item
976,175,16,6979,ORD-20220609-88871,1,404.1,1,changed_mind
977,183,42,2803,ORD-20220609-36472,1,1199.0,1,not_as_described
978,168,85,46850,ORD-20220610-60914,1,449.0,1,wrong_item
979,181,31,34051,ORD-20220610-39536,1,1099.0,1,defective_product
980,172,79,21715,ORD-20220610-28093,2,1708.1,1,delivery_issue
981,184,50,10259,ORD-20220610-48367,1,749.0,1,delivery_issue
982,165,61,40066,ORD-20220610-34302,1,999.0,1,changed_mind
983,167,93,14638,ORD-20220610-68175,1,59.0,1,wrong_item
984,170,62,1085,ORD-20220610-79742,1,1299.0,1,delivery_issue
985,183,85,44532,ORD-20220610-23911,1,449.0,1,compatibility_issue
986,177,48,34624,ORD-20220611-54770,1,699.0,1,delivery_issue
987,183,59,20258,ORD-20220611-88650,1,1799.0,1,delivery_issue
988,183,53,5332,ORD-20220611-91518,1,149.0,1,not_as_described
989,176,51,30373,ORD-20220611-40934,1,569.05,1,defective_product
990,178,86,13989,ORD-20220611-37144,1,809.1,1,changed_mind
991,176,65,5892,ORD-20220611-99286,2,3198.0,1,compatibility_issue
992,171,26,17670,ORD-20220612-16296,1,179.0,1,not_as_described
993,183,73,12342,ORD-20220612-35961,1,109.0,1,defective_product
994,173,25,30461,ORD-20220612-45940,1,199.0,1,defective_product
995,183,48,45582,ORD-20220612-35670,1,699.0,1,delivery_issue
996,186,47,11398,ORD-20220612-25941,1,599.0,1,wrong_item
997,184,3,46284,ORD-20220612-42539,1,449.1,1,delivery_issue
998,179,94,11026,ORD-20220613-50711,1,99.0,1,defective_product
999,187,34,41901,ORD-20220613-97034,1,999.0,1,defective_product
1000,178,63,42267,ORD-20220614-98739,1,1599.0,1,not_as_described
1001,179,7,48936,ORD-20220614-37744,1,599.0,1,not_as_described
1002,183,31,31813,ORD-20220614-80632,1,1099.0,1,compatibility_issue
1003,178,72,39955,ORD-20220614-90293,1,129.0,1,not_as_described
1004,184,24,21179,ORD-20220614-54210,1,279.0,1,defective_product
1005,169,65,20419,ORD-20220614-40333,1,1599.0,1,changed_mind
1006,182,74,21649,ORD-20220615-37921,1,269.1,1,changed_mind
1007,187,87,1884,ORD-20220615-49867,1,284.05,1,changed_mind
1008,184,12,33300,ORD-20220615-76856,1,899.0,1,defective_product
1009,169,71,33387,ORD-20220615-42029,1,67.15,1,not_as_described
1010,184,25,39815,ORD-20220615-34354,1,199.0,1,defective_product
1011,186,90,14994,ORD-20220615-47329,1,806.55,1,compatibility_issue
1012,174,7,24986,ORD-20220615-80183,2,1138.1,1,defective_product
1013,178,37,13092,ORD-20220616-49129,1,799.0,1,defective_product
1014,197,52,3079,ORD-20220616-15148,1,349.0,1,not_as_described
1015,186,59,24304,ORD-20220617-48130,1,1799.0,1,delivery_issue
1016,191,19,35253,ORD-20220617-59103,1,399.0,1,not_as_described
1017,196,16,8762,ORD-20220617-16413,1,449.0,1,defective_product
1018,198,64,27475,ORD-20220617-80562,1,699.0,1,wrong_item
1019,186,11,1146,ORD-20220618-69578,3,1347.0,1,wrong_item
1020,187,65,42427,ORD-20220618-12950,2,3198.0,1,not_as_described
1021,185,16,11158,ORD-20220618-92498,1,449.0,1,defective_product
1022,192,66,20237,ORD-20220618-26556,1,899.0,1,wrong_item
1023,187,36,23228,ORD-20220619-30469,1,599.0,1,not_as_described
1024,195,65,40454,ORD-20220619-78022,1,1599.0,1,delivery_issue
1025,200,47,7973,ORD-20220619-34267,1,599.0,1,delivery_issue
1026,175,69,28880,ORD-20220619-65981,1,122.55,1,defective_product
1027,193,58,40461,ORD-20220619-17669,1,1614.05,1,defective_product
1028,186,65,11944,ORD-20220619-74200,1,1599.0,1,not_as_described
1029,175,61,29806,ORD-20220619-90397,1,999.0,1,defective_product
1030,197,58,18202,ORD-20220619-66793,1,1699.0,1,defective_product
1031,186,72,23820,ORD-20220620-61956,1,129.0,1,not_as_described
1032,189,7,30818,ORD-20220620-46637,1,599.0,1,defective_product
1033,187,71,33122,ORD-20220620-86707,1,79.0,1,defective_product
1034,186,11,43514,ORD-20220620-67525,2,898.0,1,delivery_issue
1035,193,69,36910,ORD-20220620-73651,1,129.0,1,delivery_issue
1036,176,50,47342,ORD-20220620-47854,1,674.1,1,defective_product
1037,178,59,46135,ORD-20220621-61776,1,1709.05,1,changed_mind
1038,179,12,40498,ORD-20220621-75107,1,899.0,1,changed_mind
1039,175,93,13868,ORD-20220621-44004,1,59.0,1,not_as_described
1040,187,44,14246,ORD-20220621-82453,1,899.0,1,defective_product
1041,200,12,9357,ORD-20220621-61865,1,899.0,1,changed_mind
1042,187,45,28608,ORD-20220621-99849,1,799.0,1,changed_mind
1043,177,60,11020,ORD-20220621-19776,1,1199.0,1,compatibility_issue
1044,195,85,20685,ORD-20220621-62654,1,404.1,1,defective_product
1045,181,31,24879,ORD-20220622-77836,1,1099.0,1,defective_product
1046,200,61,22617,ORD-20220622-62430,1,999.0,1,not_as_described
1047,185,32,6614,ORD-20220623-65856,1,899.0,1,delivery_issue
1048,182,78,30200,ORD-20220623-86259,1,1146.65,1,not_as_described
1049,186,15,41996,ORD-20220623-74090,1,299.0,1,compatibility_issue
1050,186,95,22239,ORD-20220623-92992,1,149.0,1,not_as_described
1051,194,60,7770,ORD-20220624-40981,1,1139.05,1,delivery_issue
1052,196,72,49979,ORD-20220624-71203,1,129.0,1,wrong_item
1053,178,22,47209,ORD-20220624-10894,1,299.0,1,not_as_described
1054,195,26,16012,ORD-20220624-57945,1,179.0,1,delivery_issue
1055,191,29,11890,ORD-20220625-48077,1,999.0,1,not_as_described
1056,199,10,48258,ORD-20220625-47144,1,2659.05,1,changed_mind
1057,182,87,19305,ORD-20220625-93657,1,299.0,1,defective_product
1058,194,70,28541,ORD-20220625-67632,1,129.0,1,defective_product
1059,192,14,5000,ORD-20220625-42366,3,2247.0,1,compatibility_issue
1060,180,18,15892,ORD-20220625-12784,1,599.0,1,compatibility_issue
1061,179,93,45428,ORD-20220625-86454,1,59.0,1,delivery_issue
1062,186,78,30228,ORD-20220625-52967,1,1349.0,1,delivery_issue
1063,194,81,29411,ORD-20220626-31619,1,799.0,1,defective_product
1064,197,25,13781,ORD-20220626-37274,1,199.0,1,defective_product
1065,191,26,37883,ORD-20220626-29646,1,179.0,1,changed_mind
1066,182,64,13157,ORD-20220626-27624,2,1258.2,1,delivery_issue
1067,192,88,32279,ORD-20220626-87377,1,699.0,1,wrong_item
1068,206,65,15284,ORD-20220626-64413,1,1599.0,1,delivery_issue
1069,194,97,8223,ORD-20220626-70766,1,284.05,1,defective_product
1070,192,65,39479,ORD-20220626-86236,1,1599.0,1,wrong_item
1071,206,63,45730,ORD-20220626-43282,1,1599.0,1,defective_product
1072,194,50,46599,ORD-20220626-66036,1,749.0,1,defective_product
1073,194,48,25498,ORD-20220626-75120,3,2097.0,1,compatibility_issue
1074,191,80,42745,ORD-20220626-89068,1,989.1,1,defective_product
1075,190,61,39875,ORD-20220626-81485,1,999.0,1,not_as_described
1076,191,16,32750,ORD-20220627-29894,1,449.0,1,defective_product
1077,195,29,7971,ORD-20220627-87591,1,999.0,1,wrong_item
1078,181,60,45069,ORD-20220627-79210,1,1139.05,1,delivery_issue
1079,184,29,30995,ORD-20220627-91637,1,899.1,1,compatibility_issue
1080,185,76,12967,ORD-20220627-53983,1,1329.0,1,compatibility_issue
1081,204,70,46696,ORD-20220627-74379,1,129.0,1,defective_product
1082,200,95,28938,ORD-20220627-43236,1,149.0,1,changed_mind
1083,208,80,44679,ORD-20220627-96320,1,1099.0,1,defective_product
1084,200,36,2097,ORD-20220627-17192,1,599.0,1,defective_product
1085,190,96,25080,ORD-20220628-65949,1,199.0,1,changed_mind
1086,207,34,4513,ORD-20220628-91847,2,1998.0,1,not_as_described
1087,195,74,29963,ORD-20220628-85116,1,299.0,1,defective_product
1088,188,95,4498,ORD-20220628-44415,1,141.55,1,not_as_described
1089,201,92,11396,ORD-20220628-60369,1,1219.0,1,not_as_described
1090,187,70,39938,ORD-20220628-74490,1,129.0,1,delivery_issue
1091,197,6,45394,ORD-20220628-47532,1,2199.0,1,not_as_described
1092,188,28,10710,ORD-20220628-90046,1,236.55,1,not_as_described
1093,197,33,6481,ORD-20220629-54813,1,799.0,1,changed_mind
1094,203,4,49835,ORD-20220629-93716,1,331.55,1,compatibility_issue
1095,208,80,34856,ORD-20220629-44500,1,1099.0,1,defective_product
1096,183,66,14139,ORD-20220629-12036,1,899.0,1,compatibility_issue
1097,200,76,45583,ORD-20220629-65780,1,1329.0,1,changed_mind
1098,192,69,19865,ORD-20220629-35970,1,122.55,1,compatibility_issue
1099,203,8,28518,ORD-20220629-17558,1,1709.05,1,changed_mind
1100,194,92,32077,ORD-20220629-40520,1,1219.0,1,defective_product
1101,205,86,13526,ORD-20220629-33538,1,899.0,1,changed_mind
1102,203,14,48146,ORD-20220630-53844,1,749.0,1,defective_product
1103,193,97,40923,ORD-20220701-31597,1,299.0,1,wrong_item
1104,187,93,24363,ORD-20220701-14238,2,118.0,1,not_as_described
1105,188,85,47444,ORD-20220701-27522,1,449.0,1,wrong_item
1106,196,16,40792,ORD-20220701-81161,1,449.0,1,delivery_issue
1107,191,73,15758,ORD-20220701-47674,1,109.0,1,compatibility_issue
1108,188,76,20548,ORD-20220701-73996,1,1329.0,1,defective_product
1109,206,22,17471,ORD-20220701-14534,1,299.0,1,changed_mind
1110,203,50,46909,ORD-20220702-81866,1,749.0,1,compatibility_issue
1111,186,71,46747,ORD-20220702-29399,1,79.0,1,changed_mind
1112,199,7,32994,ORD-20220702-88723,1,599.0,1,defective_product
1113,208,18,21003,ORD-20220703-78631,1,599.0,1,changed_mind
1114,198,35,2725,ORD-20220703-72215,1,699.0,1,defective_product
1115,211,66,23807,ORD-20220703-45791,3,2562.15,1,compatibility_issue
1116,194,88,2711,ORD-20220703-10913,1,699.0,1,defective_product
1117,205,17,15737,ORD-20220703-72354,1,699.0,1,defective_product
1118,201,35,11091,ORD-20220703-35865,1,699.0,1,changed_mind
1119,201,87,1646,ORD-20220703-42200,1,299.0,1,defective_product
1120,194,5,9962,ORD-20220703-16090,1,1499.0,1,changed_mind
1121,195,26,878,ORD-20220703-13576,1,179.0,1,delivery_issue
1122,190,77,20226,ORD-20220703-28046,2,2058.0,1,delivery_issue
1123,206,7,17100,ORD-20220704-63057,1,539.1,1,delivery_issue
1124,189,11,17881,ORD-20220704-33578,1,449.0,1,compatibility_issue
1125,200,19,37498,ORD-20220704-38562,1,399.0,1,wrong_item
1126,193,41,15547,ORD-20220704-40272,1,549.0,1,changed_mind
1127,205,76,40107,ORD-20220704-14213,1,1262.55,1,defective_product
1128,190,81,46513,ORD-20220704-65653,1,799.0,1,wrong_item
1129,192,61,35615,ORD-20220705-52380,1,999.0,1,delivery_issue
1130,203,85,48847,ORD-20220705-70832,1,426.55,1,compatibility_issue
1131,199,92,7830,ORD-20220705-65512,1,1219.0,1,compatibility_issue
1132,202,66,18021,ORD-20220705-50744,1,899.0,1,delivery_issue
1133,190,74,24223,ORD-20220705-81741,1,299.0,1,not_as_described
1134,189,59,47951,ORD-20220705-63862,1,1799.0,1,wrong_item
1135,196,8,40426,ORD-20220705-27415,1,1799.0,1,not_as_described
1136,195,94,29593,ORD-20220705-74281,1,99.0,1,not_as_described
1137,201,37,11041,ORD-20220705-86771,1,799.0,1,delivery_issue
1138,196,33,20643,ORD-20220705-31946,1,799.0,1,compatibility_issue
1139,200,18,9744,ORD-20220705-27275,1,599.0,1,defective_product
1140,210,65,31456,ORD-20220705-99720,1,1359.15,1,wrong_item
1141,203,48,37103,ORD-20220705-32700,1,699.0,1,wrong_item
1142,200,73,39945,ORD-20220705-79157,1,103.55,1,defective_product
1143,210,63,12896,ORD-20220706-43200,2,3198.0,1,delivery_issue
1144,198,55,17389,ORD-20220706-28133,1,1499.0,1,delivery_issue
1145,206,64,7831,ORD-20220706-50999,1,664.05,1,compatibility_issue
1146,204,71,17358,ORD-20220706-32704,1,79.0,1,defective_product
1147,196,14,22959,ORD-20220707-80278,1,749.0,1,changed_mind
1148,213,92,39750,ORD-20220707-20725,1,1219.0,1,compatibility_issue
1149,196,17,4314,ORD-20220707-78159,1,699.0,1,not_as_described
1150,201,14,14924,ORD-20220707-78766,1,749.0,1,defective_product
1151,213,55,31563,ORD-20220707-32053,1,1499.0,1,compatibility_issue
1152,203,83,45216,ORD-20220707-82612,1,399.0,1,delivery_issue
1153,194,71,17676,ORD-20220707-98164,1,79.0,1,wrong_item
1154,217,73,18223,ORD-20220707-85425,1,98.1,1,not_as_described
1155,193,91,27590,ORD-20220707-71971,1,819.0,1,delivery_issue
1156,201,61,3495,ORD-20220708-15131,1,999.0,1,changed_mind
1157,200,58,38008,ORD-20220708-57014,1,1699.0,1,wrong_item
1158,211,91,28814,ORD-20220708-47143,1,737.1,1,not_as_described
1159,200,65,19884,ORD-20220708-92305,1,1599.0,1,changed_mind
1160,217,91,15342,ORD-20220708-69348,3,2457.0,1,not_as_described
1161,201,83,11368,ORD-20220709-79639,1,399.0,1,changed_mind
1162,206,85,19711,ORD-20220709-31743,1,449.0,1,changed_mind
1163,219,20,43004,ORD-20220709-71778,1,349.0,1,not_as_described
1164,219,17,21376,ORD-20220709-41760,1,699.0,1,changed_mind
1165,196,38,30660,ORD-20220709-49255,1,699.0,1,changed_mind
1166,199,90,38349,ORD-20220709-25984,1,764.1,1,defective_product
1167,214,53,39069,ORD-20220709-60356,1,149.0,1,compatibility_issue
1168,215,35,22192,ORD-20220709-24538,1,699.0,1,compatibility_issue
1169,207,1,3861,ORD-20220709-59638,1,1234.05,1,not_as_described
1170,207,71,42651,ORD-20220710-94150,1,79.0,1,delivery_issue
1171,207,52,22339,ORD-20220710-70312,1,349.0,1,defective_product
1172,211,93,49857,ORD-20220710-46570,1,59.0,1,defective_product
1173,205,56,3868,ORD-20220710-85938,2,4398.0,1,defective_product
1174,216,90,21181,ORD-20220710-50322,1,849.0,1,delivery_issue
1175,214,51,24608,ORD-20220710-70343,1,569.05,1,delivery_issue
1176,197,77,49683,ORD-20220710-90155,1,1029.0,1,changed_mind
1177,208,6,35842,ORD-20220710-36893,3,6597.0,1,delivery_issue
1178,205,40,32865,ORD-20220710-51350,1,749.0,1,defective_product
1179,216,10,36512,ORD-20220710-77935,2,5598.0,1,delivery_issue
1180,198,22,31359,ORD-20220710-76022,1,299.0,1,changed_mind
1181,201,11,34587,ORD-20220710-54765,1,381.65,1,changed_mind
1182,214,66,12156,ORD-20220710-85141,1,899.0,1,delivery_issue
1183,195,75,39985,ORD-20220710-58566,1,349.0,1,compatibility_issue
1184,206,17,23765,ORD-20220710-36212,1,664.05,1,not_as_described
1185,208,69,42103,ORD-20220710-10058,1,129.0,1,compatibility_issue
1186,219,98,41075,ORD-20220710-48026,1,211.65,1,wrong_item
1187,210,34,49668,ORD-20220710-51661,1,999.0,1,changed_mind
1188,207,23,39531,ORD-20220710-18988,1,179.0,1,not_as_described
1189,206,67,39441,ORD-20220710-64170,1,999.0,1,delivery_issue
1190,198,17,35918,ORD-20220710-63325,1,699.0,1,not_as_described
1191,220,75,13838,ORD-20220710-86869,1,331.55,1,delivery_issue
1192,201,13,38566,ORD-20220711-13542,1,349.0,1,changed_mind
1193,200,56,18118,ORD-20220711-74293,1,2199.0,1,delivery_issue
1194,208,2,4484,ORD-20220711-95108,1,2374.05,1,not_as_described
1195,221,80,29453,ORD-20220711-67173,1,1044.05,1,delivery_issue
1196,204,4,35492,ORD-20220711-28198,1,349.0,1,changed_mind
1197,197,79,16353,ORD-20220711-65355,1,899.0,1,delivery_issue
1198,203,76,37682,ORD-20220711-36581,1,1329.0,1,defective_product
1199,208,29,21171,ORD-20220711-34912,2,1798.2,1,wrong_item
1200,199,59,16515,ORD-20220712-70505,1,1799.0,1,defective_product
1201,203,21,48734,ORD-20220712-61326,1,296.1,1,not_as_described
1202,204,2,9627,ORD-20220712-24692,1,2124.15,1,delivery_issue
1203,213,14,7948,ORD-20220712-50008,1,711.55,1,changed_mind
1204,219,69,25517,ORD-20220712-24281,1,129.0,1,not_as_described
1205,210,92,15532,ORD-20220712-91616,1,1219.0,1,delivery_issue
1206,218,95,3523,ORD-20220713-93126,1,134.1,1,defective_product
1207,219,79,40314,ORD-20220713-82914,1,899.0,1,changed_mind
1208,216,79,29354,ORD-20220713-98898,1,809.1,1,compatibility_issue
1209,203,86,44817,ORD-20220713-69860,1,899.0,1,compatibility_issue
1210,201,92,3237,ORD-20220713-56959,1,1219.0,1,defective_product
1211,201,5,40561,ORD-20220713-16390,1,1499.0,1,changed_mind
1212,215,23,1041,ORD-20220713-32641,1,179.0,1,wrong_item
1213,213,72,46735,ORD-20220713-79480,1,129.0,1,not_as_described
1214,225,84,41427,ORD-20220714-17292,1,899.0,1,defective_product
1215,207,74,29557,ORD-20220714-94465,1,299.0,1,changed_mind
1216,208,65,46471,ORD-20220714-35581,1,1519.05,1,changed_mind
1217,221,1,35154,ORD-20220715-73459,1,1299.0,1,wrong_item
1218,215,8,30188,ORD-20220715-29459,1,1619.1,1,changed_mind
1219,217,71,13662,ORD-20220715-66116,1,79.0,1,compatibility_issue
1220,207,65,43470,ORD-20220715-95827,3,4797.0,1,defective_product
1221,209,1,33884,ORD-20220715-67420,1,1299.0,1,defective_product
1222,213,72,45786,ORD-20220715-28474,2,258.0,1,changed_mind
1223,218,11,35557,ORD-20220715-81369,1,449.0,1,defective_product
1224,210,21,32742,ORD-20220715-62798,2,658.0,1,not_as_described
1225,211,76,33565,ORD-20220715-49190,1,1329.0,1,defective_product
1226,227,70,44104,ORD-20220716-26291,1,129.0,1,delivery_issue
1227,208,42,38514,ORD-20220716-44686,1,1199.0,1,not_as_described
1228,216,21,48602,ORD-20220716-58274,1,329.0,1,defective_product
1229,214,79,31387,ORD-20220716-95673,1,899.0,1,not_as_described
1230,222,97,25441,ORD-20220717-41921,1,299.0,1,defective_product
1231,222,73,4937,ORD-20220717-70324,1,109.0,1,not_as_described
1232,210,79,19120,ORD-20220717-28010,1,809.1,1,not_as_described
1233,221,67,34457,ORD-20220717-75884,1,999.0,1,wrong_item
1234,209,65,28466,ORD-20220718-43266,2,3198.0,1,delivery_issue
1235,205,65,40825,ORD-20220718-28881,1,1599.0,1,changed_mind
1236,229,50,16367,ORD-20220718-27908,2,1498.0,1,changed_mind
1237,207,6,39932,ORD-20220719-47317,1,2199.0,1,defective_product
1238,226,93,33653,ORD-20220719-83490,1,53.1,1,delivery_issue
1239,207,80,18397,ORD-20220719-14490,1,1099.0,1,changed_mind
1240,227,64,12799,ORD-20220719-24467,1,699.0,1,wrong_item
1241,214,96,49753,ORD-20220719-62543,1,199.0,1,not_as_described
1242,228,92,19413,ORD-20220720-74519,1,1219.0,1,delivery_issue
1243,223,78,13089,ORD-20220720-93460,1,1349.0,1,delivery_issue
1244,218,67,15448,ORD-20220720-79979,1,999.0,1,not_as_described
1245,216,93,10003,ORD-20220720-80555,1,56.05,1,not_as_described
1246,224,67,20741,ORD-20220720-79365,1,999.0,1,changed_mind
1247,218,22,6118,ORD-20220720-47336,1,299.0,1,defective_product
1248,213,38,35174,ORD-20220720-24271,1,664.05,1,defective_product
1249,232,74,33553,ORD-20220721-81011,1,299.0,1,compatibility_issue
1250,207,26,8808,ORD-20220721-64312,1,179.0,1,defective_product
1251,208,69,26770,ORD-20220722-92502,1,129.0,1,changed_mind
1252,225,69,24672,ORD-20220722-97715,1,129.0,1,delivery_issue
1253,214,92,24568,ORD-20220722-95109,1,1219.0,1,defective_product
1254,225,5,13482,ORD-20220722-14873,1,1499.0,1,wrong_item
1255,215,73,13888,ORD-20220722-70119,1,109.0,1,wrong_item
1256,231,6,37499,ORD-20220722-16764,1,2089.05,1,not_as_described
1257,216,96,40800,ORD-20220723-11878,2,398.0,1,wrong_item
1258,226,31,31367,ORD-20220723-41752,1,1099.0,1,defective_product
1259,228,83,12147,ORD-20220723-32541,1,399.0,1,defective_product
1260,211,10,13349,ORD-20220723-11637,1,2519.1,1,changed_mind
1261,209,15,47238,ORD-20220723-76505,1,299.0,1,delivery_issue
1262,231,46,153,ORD-20220723-67500,1,499.0,1,defective_product
1263,207,53,20044,ORD-20220723-32260,1,149.0,1,wrong_item
1264,224,81,27174,ORD-20220724-69034,1,759.05,1,changed_mind
1265,224,94,1048,ORD-20220724-22097,1,94.05,1,defective_product
1266,226,66,42370,ORD-20220724-58391,1,854.05,1,compatibility_issue
1267,229,7,21062,ORD-20220724-39915,1,599.0,1,not_as_described
1268,224,56,12812,ORD-20220725-44498,1,2199.0,1,changed_mind
1269,213,90,1619,ORD-20220725-62409,1,849.0,1,changed_mind
1270,215,1,541,ORD-20220725-15037,1,1299.0,1,compatibility_issue
1271,229,66,27943,ORD-20220725-14590,1,899.0,1,compatibility_issue
1272,225,46,3755,ORD-20220725-50571,1,499.0,1,changed_mind
1273,230,91,45296,ORD-20220725-39458,1,819.0,1,compatibility_issue
1274,225,6,3348,ORD-20220725-27452,1,2089.05,1,compatibility_issue
1275,225,61,11084,ORD-20220725-91970,1,949.05,1,changed_mind
1276,218,57,32069,ORD-20220725-57518,1,1999.0,1,changed_mind
1277,230,89,7512,ORD-20220725-92732,1,249.0,1,delivery_issue
1278,215,19,35103,ORD-20220725-91647,1,379.05,1,defective_product
1279,228,73,3140,ORD-20220725-25236,1,109.0,1,defective_product
1280,221,74,22859,ORD-20220725-63811,1,299.0,1,defective_product
1281,215,14,34132,ORD-20220726-12844,1,749.0,1,wrong_item
1282,221,70,2218,ORD-20220726-70578,1,116.1,1,defective_product
1283,217,5,41258,ORD-20220727-46820,1,1499.0,1,wrong_item
1284,224,67,27423,ORD-20220727-44770,1,999.0,1,defective_product
1285,232,97,16742,ORD-20220727-42438,1,299.0,1,defective_product
1286,215,18,28541,ORD-20220727-73269,1,599.0,1,compatibility_issue
1287,226,26,43350,ORD-20220727-31123,1,179.0,1,not_as_described
1288,217,98,38249,ORD-20220727-82669,1,249.0,1,changed_mind
1289,219,59,49377,ORD-20220728-78191,1,1799.0,1,defective_product
1290,235,82,11274,ORD-20220728-70206,1,849.0,1,compatibility_issue
1291,237,69,1980,ORD-20220728-75650,1,129.0,1,changed_mind
1292,213,97,11734,ORD-20220728-19088,1,284.05,1,delivery_issue
1293,226,76,27148,ORD-20220728-27391,1,1129.65,1,compatibility_issue
1294,230,63,2984,ORD-20220728-75555,1,1439.1,1,defective_product
1295,234,84,20473,ORD-20220729-35663,1,854.05,1,defective_product
1296,225,16,4709,ORD-20220729-49574,1,449.0,1,wrong_item
1297,236,66,33543,ORD-20220729-83357,1,899.0,1,not_as_described
1298,223,36,31803,ORD-20220729-76408,1,569.05,1,not_as_described
1299,218,48,31132,ORD-20220730-50361,1,699.0,1,not_as_described
1300,221,61,33387,ORD-20220730-42207,1,999.0,1,delivery_issue
1301,225,6,37469,ORD-20220730-41617,1,2199.0,1,not_as_described
1302,226,7,43056,ORD-20220730-35730,2,1198.0,1,wrong_item
1303,241,12,4614,ORD-20220730-31938,1,854.05,1,defective_product
1304,224,66,6883,ORD-20220730-25399,1,899.0,1,delivery_issue
1305,236,66,28039,ORD-20220730-90821,2,1798.0,1,changed_mind
1306,221,61,30165,ORD-20220730-32212,1,999.0,1,compatibility_issue
1307,229,1,33669,ORD-20220730-47350,1,1299.0,1,defective_product
1308,224,11,32089,ORD-20220730-13198,1,449.0,1,not_as_described
1309,241,14,6223,ORD-20220730-43901,1,749.0,1,not_as_described
1310,222,35,7007,ORD-20220731-78801,1,699.0,1,compatibility_issue
1311,235,69,774,ORD-20220731-42936,1,129.0,1,compatibility_issue
1312,242,96,46608,ORD-20220731-63610,2,398.0,1,not_as_described
1313,239,53,20226,ORD-20220731-91994,1,149.0,1,not_as_described
1314,242,65,33736,ORD-20220731-51259,1,1519.05,1,defective_product
