order_id,date_id,customer_id,store_id,order_value,item_count,delivery_time_days,order_status_flag
ORD-20221117-21471,321,44608,,1498.0,1,3,0
ORD-20221117-36914,321,4160,25,899.0,1,0,0
ORD-20221117-47063,321,39411,,2499.0,1,2,1
ORD-20221117-35978,321,31893,,636.0,3,4,0
ORD-20221117-45944,321,49494,,1998.0,2,4,0
ORD-20221117-59198,321,27148,,1556.1,1,4,0
ORD-20221117-83501,321,27673,28,4297.0,2,0,0
ORD-20221117-71759,321,42697,,569.05,1,3,0
ORD-20221117-93532,321,35610,,1329.0,1,5,0
ORD-20221117-95266,321,759,2,599.0,1,0,0
ORD-20221117-37871,321,19574,,207.1,1,3,0
ORD-20221117-19767,321,15423,,3195.0,3,2,0
ORD-20221117-62484,321,22025,18,1098.0,2,0,0
ORD-20221117-30281,321,26946,10,1699.0,1,0,0
ORD-20221117-88132,321,8286,,122.55,1,5,0
ORD-20221117-35067,321,7350,,284.05,1,3,0
ORD-20221117-81651,321,26179,,109.0,1,5,0
ORD-20221117-28026,321,33859,10,999.0,1,0,0
ORD-20221117-50433,321,2972,,149.0,1,3,2
ORD-20221117-45893,321,16380,,3507.75,5,2,0
ORD-20221117-61116,321,17610,,8446.05,3,3,0
ORD-20221117-69002,321,47599,,2741.2,4,5,0
ORD-20221117-91138,321,18259,28,4426.0,4,0,0
ORD-20221117-91785,321,26673,4,3896.15,3,0,0
ORD-20221117-89003,321,30747,24,949.05,1,0,0
ORD-20221117-19002,321,41443,,1199.0,1,4,0
ORD-20221117-60112,321,19763,20,3753.2,4,0,0
ORD-20221117-99695,321,17453,,5577.1,2,10,0
ORD-20221117-52409,321,27046,4,2308.1,2,0,0
ORD-20221117-20571,321,47010,7,99.0,1,0,0
ORD-20221117-35197,321,41,,559.3,1,4,0
ORD-20221117-34316,321,32260,,2536.1,2,1,2
ORD-20221117-83192,321,29869,,1678.0,2,3,0
ORD-20221117-78901,321,9111,27,1661.55,2,0,0
ORD-20221117-94415,321,19445,,4153.1,4,4,0
ORD-20221117-96748,321,48794,,331.55,1,4,0
ORD-20221117-42429,321,9990,,1299.0,1,7,0
ORD-20221117-13671,321,34123,12,983.05,2,0,0
ORD-20221117-42594,321,12549,,4931.15,4,5,0
ORD-20221117-61242,321,32598,,937.65,1,3,0
ORD-20221117-27840,321,45047,,1499.0,1,2,0
ORD-20221117-68857,321,12827,21,1169.1,1,0,0
ORD-20221117-82310,321,25054,,79.0,1,4,2
ORD-20221117-97952,321,4907,,2697.0,3,1,0
ORD-20221117-78721,321,37502,,599.0,1,3,2
ORD-20221117-52121,321,11465,,2799.0,1,3,0
ORD-20221117-17721,321,29795,4,1073.05,2,0,0
ORD-20221117-59721,321,46052,,2198.0,2,3,0
ORD-20221117-84161,321,42150,,4256.1,4,3,0
ORD-20221117-19636,321,39159,,349.0,1,7,1
ORD-20221117-83613,321,610,,4797.0,1,4,0
ORD-20221117-14075,321,45463,28,1219.0,1,0,0
ORD-20221117-14975,321,7717,,2446.0,4,3,0
ORD-20221117-21239,321,13045,18,543.3,2,0,0
ORD-20221117-39026,321,34021,,3685.2,4,5,0
ORD-20221117-85460,321,8017,,1798.0,1,2,0
ORD-20221117-79223,321,3559,,129.0,1,2,0
ORD-20221117-17157,321,14591,19,2123.15,2,0,0
ORD-20221117-75368,321,43324,,2227.2,3,1,0
ORD-20221117-46710,321,13460,,5518.3,3,5,0
ORD-20221117-77201,321,11239,20,999.0,1,0,0
ORD-20221117-55555,321,44644,,899.0,1,3,2
ORD-20221117-10748,321,25258,,2147.0,3,3,0
ORD-20221117-26265,321,42713,,1699.0,1,4,0
ORD-20221117-56882,321,27523,,699.0,1,4,0
ORD-20221117-98116,321,11019,,987.0,1,2,0
ORD-20221117-35598,321,16591,,1329.0,1,7,0
ORD-20221117-25305,321,27619,,4950.6,3,7,0
ORD-20221117-71588,321,29034,,1198.0,2,3,0
ORD-20221117-60399,321,49133,10,799.0,1,0,0
ORD-20221117-92042,321,1332,,399.0,1,4,0
ORD-20221117-72923,321,24447,,1498.0,2,7,0
ORD-20221117-91192,321,27700,,329.0,1,2,0
ORD-20221117-93718,321,34245,,2905.1,5,2,0
ORD-20221117-59816,321,13966,,207.1,1,2,0
ORD-20221117-98399,321,19724,,398.0,1,5,0
ORD-20221117-95424,321,20541,,3374.0,5,2,0
ORD-20221117-85739,321,22807,,299.0,1,3,0
ORD-20221117-44379,321,12846,,109.0,1,3,0
ORD-20221117-40959,321,36981,,3208.05,2,5,0
ORD-20221117-48816,321,20235,7,2499.0,1,0,0
ORD-20221117-16269,321,13375,25,7194.0,4,0,0
ORD-20221117-83148,321,45885,,1347.05,3,3,0
ORD-20221117-71949,321,21128,,199.0,1,7,0
ORD-20221117-44242,321,43073,1,2278.1,2,0,0
ORD-20221117-58657,321,3506,,5256.0,2,4,0
ORD-20221117-48240,321,17109,10,1216.0,3,0,0
ORD-20221117-76822,321,5990,17,1698.0,1,0,0
ORD-20221117-13663,321,23069,,426.55,1,5,0
ORD-20221117-72458,321,19845,9,1928.0,2,0,0
ORD-20221117-50371,321,40273,,2707.05,3,2,0
ORD-20221117-74193,321,5572,,1833.05,2,7,0
ORD-20221117-46447,321,17946,14,1099.0,1,0,0
ORD-20221117-40009,321,31661,,1799.0,1,1,0
ORD-20221117-55189,321,40377,,298.0,1,5,0
ORD-20221117-55756,321,32249,4,1981.05,4,0,0
ORD-20221117-26784,321,34083,21,1287.1,2,0,0
ORD-20221117-77241,321,25193,,5281.05,3,7,0
ORD-20221117-69929,321,9004,25,875.55,2,0,0
ORD-20221117-41004,321,22946,,134.1,1,2,0
ORD-20221117-72259,321,35731,,698.0,1,1,0
ORD-20221117-17418,321,40302,,399.0,1,4,0
ORD-20221117-81569,321,12832,4,348.0,2,0,0
ORD-20221117-84535,321,1508,12,1619.1,1,0,0
ORD-20221117-40480,321,43919,,2470.2,4,5,0
ORD-20221117-35632,321,3938,,312.55,1,3,0
ORD-20221117-14565,321,31839,2,1398.0,2,0,0
ORD-20221117-69687,321,16056,,799.0,1,3,0
ORD-20221117-23410,321,30953,,118.0,1,14,0
ORD-20221117-66029,321,3749,,1998.0,2,3,2
ORD-20221117-69360,321,29409,2,999.0,1,0,0
ORD-20221117-57907,321,14728,23,299.0,1,0,0
ORD-20221117-21802,321,48329,,1263.95,3,7,0
ORD-20221117-48635,321,48355,12,999.0,1,0,0
ORD-20221117-79129,321,38769,,1638.0,1,2,1
ORD-20221117-56880,321,25214,,1145.8,2,5,0
ORD-20221117-38132,321,49781,,4056.0,2,5,0
ORD-20221117-52029,321,43349,,2755.1,4,7,0
ORD-20221117-25422,321,18264,23,1199.0,1,0,0
ORD-20221117-13074,321,6538,,899.0,1,5,0
ORD-20221117-68564,321,16430,,2118.0,2,7,0
ORD-20221117-12045,321,48391,,3046.0,4,5,0
ORD-20221117-16887,321,40787,,2536.05,4,2,0
ORD-20221117-22404,321,33584,,478.0,2,4,1
ORD-20221117-68396,321,7130,,2799.0,1,10,0
ORD-20221117-40992,321,28408,,599.0,1,4,0
ORD-20221117-76123,321,5155,,3186.0,2,5,0
ORD-20221117-90283,321,48563,,1799.0,1,3,0
ORD-20221117-88805,321,30923,1,3605.05,4,0,0
ORD-20221117-16706,321,30162,,460.55,2,7,2
ORD-20221117-88506,321,4358,11,2448.0,2,0,0
ORD-20221117-13335,321,39719,24,449.0,1,0,0
ORD-20221117-50907,321,15747,,99.0,1,5,0
ORD-20221117-46280,321,31442,4,2562.15,1,0,0
ORD-20221117-33445,321,38577,,2496.0,3,3,0
ORD-20221117-21228,321,6642,,788.05,2,3,1
ORD-20221117-44940,321,29152,28,2898.0,2,0,0
ORD-20221117-50048,321,22681,,4297.0,2,3,0
ORD-20221117-89135,321,15378,,827.0,3,1,0
ORD-20221117-44584,321,41182,,2598.0,1,4,0
ORD-20221117-68670,321,6044,25,3946.0,3,0,0
ORD-20221117-80405,321,1252,9,748.0,2,0,0
ORD-20221117-22735,321,17392,4,549.0,1,0,0
ORD-20221117-48597,321,11063,,3104.1,3,2,0
ORD-20221117-41470,321,30736,24,178.0,2,0,0
ORD-20221117-33498,321,17082,7,3197.0,3,0,0
ORD-20221117-34338,321,21072,25,4149.2,5,0,0
ORD-20221117-10900,321,11334,,122.55,1,2,0
ORD-20221117-45914,321,23700,,1499.0,1,7,0
ORD-20221117-33919,321,40948,,399.0,1,2,0
ORD-20221117-12118,321,28780,,1098.0,1,3,2
ORD-20221117-55637,321,24047,,1898.0,2,3,1
ORD-20221117-66669,321,13363,15,2373.05,2,0,0
ORD-20221117-44086,321,33754,,799.0,1,3,0
ORD-20221117-48282,321,10374,,599.0,1,10,0
ORD-20221117-26049,321,20642,,109.0,1,5,2
ORD-20221117-58806,321,43134,8,399.0,1,0,0
ORD-20221117-99775,321,33,,2581.1,3,7,0
ORD-20221117-49491,321,22047,20,499.0,1,0,0
ORD-20221117-61129,321,21665,18,3198.0,2,0,0
ORD-20221117-46806,321,12281,,1678.0,2,5,1
ORD-20221117-35908,321,25340,,1848.0,2,1,1
ORD-20221117-68352,321,25264,22,1760.1,3,0,0
ORD-20221117-86204,321,17708,11,2923.2,2,0,0
ORD-20221117-87620,321,42571,18,1856.0,3,0,0
ORD-20221117-39486,321,9883,,2503.05,2,5,1
ORD-20221117-22588,321,47905,,278.0,2,3,0
ORD-20221117-84607,321,47346,,1058.1,2,2,0
ORD-20221117-77833,321,21991,5,1199.0,1,0,0
ORD-20221118-59699,322,34017,,199.0,1,3,0
ORD-20221118-80812,322,7299,19,798.0,2,0,0
ORD-20221118-68417,322,18269,,279.0,1,4,2
ORD-20221118-89365,322,18590,,1008.0,2,4,0
ORD-20221118-39048,322,27170,,349.0,1,3,0
ORD-20221118-24252,322,11213,,5154.1,5,3,0
ORD-20221118-78980,322,22965,,3695.05,5,7,0
ORD-20221118-32308,322,40164,25,5745.0,5,0,0
ORD-20221118-43943,322,23993,,899.0,1,3,0
ORD-20221118-44321,322,44327,,3552.05,3,7,1
ORD-20221118-68610,322,4603,,284.05,1,4,0
ORD-20221118-56117,322,15076,,1928.0,2,2,0
ORD-20221118-60789,322,20798,10,301.55,2,0,0
ORD-20221118-70737,322,2666,,2347.05,3,2,0
ORD-20221118-73292,322,49287,20,515.0,3,0,0
ORD-20221118-48534,322,33819,,2028.0,2,4,0
ORD-20221118-75963,322,36468,,1499.0,1,4,0
ORD-20221118-31486,322,12257,23,349.0,1,0,0
ORD-20221118-29589,322,47350,,3177.0,3,2,1
ORD-20221118-92280,322,7614,,2592.1,3,2,2
ORD-20221118-41888,322,20942,26,1979.1,1,0,0
ORD-20221118-64794,322,32793,,748.0,2,3,0
ORD-20221118-54640,322,13343,,4500.3,3,4,0
ORD-20221118-89713,322,34361,,249.0,1,3,0
ORD-20221118-74973,322,5551,,449.1,1,5,0
ORD-20221118-72932,322,44594,,99.0,1,2,0
ORD-20221118-82414,322,12343,,318.75,2,3,0
ORD-20221118-42481,322,30608,,314.1,1,2,0
ORD-20221118-58646,322,28937,12,2936.0,3,0,0
ORD-20221118-46660,322,2009,13,599.0,1,0,0
ORD-20221118-87589,322,24540,,3096.0,2,2,0
ORD-20221118-93046,322,17395,,3637.05,3,7,0
ORD-20221118-30242,322,45998,,149.0,1,5,0
ORD-20221118-47995,322,10686,22,877.0,3,0,0
ORD-20221118-28370,322,24951,1,99.0,1,0,0
ORD-20221118-86849,322,38724,3,998.0,2,0,0
ORD-20221118-96590,322,44077,19,719.1,1,0,0
ORD-20221118-57524,322,10150,3,249.0,1,0,0
ORD-20221118-73487,322,13283,,3360.1,4,3,0
ORD-20221118-11579,322,27307,,4582.65,5,5,0
ORD-20221118-39773,322,68,,2476.0,4,5,0
ORD-20221118-72067,322,16378,,3627.0,3,3,0
ORD-20221118-41329,322,46725,,1424.05,1,5,0
ORD-20221118-11882,322,12436,16,199.0,1,0,0
ORD-20221118-19491,322,15240,10,3488.65,4,0,0
ORD-20221118-13405,322,46054,25,2397.0,3,0,0
ORD-20221118-44613,322,39131,8,778.05,1,0,0
ORD-20221118-82002,322,46795,,2298.0,2,3,1
ORD-20221118-85704,322,27543,,134.1,1,3,0
ORD-20221118-58167,322,48206,,4946.0,3,4,0
ORD-20221118-11359,322,41750,17,314.1,1,0,0
ORD-20221118-66924,322,3509,,999.0,1,3,0
ORD-20221118-19597,322,5587,,170.05,1,5,0
ORD-20221118-23935,322,21122,,999.0,1,3,0
ORD-20221118-61989,322,11342,,1219.0,1,1,0
ORD-20221118-32507,322,593,21,2697.0,1,0,0
ORD-20221118-27082,322,18213,,3877.05,3,4,0
ORD-20221118-56615,322,41171,,5596.0,4,3,0
ORD-20221118-79081,322,28363,,3896.0,2,3,0
ORD-20221118-65155,322,31033,10,568.1,1,0,0
ORD-20221118-34364,322,34803,,2098.0,2,4,0
ORD-20221118-55584,322,48382,13,699.0,1,0,0
ORD-20221118-74840,322,4057,,349.0,1,4,0
ORD-20221118-53433,322,3334,13,766.0,3,0,0
ORD-20221118-14267,322,38621,9,149.0,1,0,0
ORD-20221118-89724,322,48447,,667.0,3,3,0
ORD-20221118-68369,322,11267,,2410.1,4,2,2
ORD-20221118-80942,322,20474,13,1747.0,3,0,0
ORD-20221118-98261,322,23942,,4267.0,3,5,0
ORD-20221118-94848,322,33642,,898.0,1,4,0
ORD-20221118-19143,322,25092,22,149.0,1,0,0
ORD-20221118-80087,322,44066,,94.05,1,4,0
ORD-20221118-62980,322,40081,9,4915.0,5,0,0
ORD-20221118-96180,322,10639,,1217.0,2,10,0
ORD-20221118-86027,322,11960,,2464.0,4,3,0
ORD-20221118-27190,322,41684,,1198.0,2,3,0
ORD-20221118-95224,322,18251,23,999.0,1,0,0
ORD-20221118-50553,322,31766,,2598.0,1,2,0
ORD-20221118-53604,322,41561,,2089.05,1,3,0
ORD-20221118-28816,322,31589,,1136.1,2,5,0
ORD-20221118-72953,322,32304,,59.0,1,2,0
ORD-20221118-53017,322,45219,7,1687.15,3,0,0
ORD-20221118-86598,322,30591,,2079.55,3,4,1
ORD-20221118-56052,322,20409,,358.0,2,2,0
ORD-20221118-96268,322,14334,,141.55,1,4,0
ORD-20221118-97398,322,41692,,129.0,1,5,0
ORD-20221118-78966,322,37100,,1599.0,1,3,0
ORD-20221118-87821,322,18453,,109.0,1,4,0
ORD-20221118-98327,322,44397,,299.0,1,4,0
ORD-20221118-31022,322,39304,,1898.0,2,2,0
ORD-20221118-13448,322,15685,25,1892.15,3,0,0
ORD-20221118-65077,322,25630,,658.7,2,2,0
ORD-20221118-14237,322,48926,13,1519.05,1,0,0
ORD-20221118-34140,322,2516,,737.1,1,5,0
ORD-20221118-15568,322,28758,,1329.0,1,2,0
ORD-20221118-33805,322,34685,,899.0,1,5,0
ORD-20221118-33203,322,28349,4,50.15,1,0,0
ORD-20221118-69498,322,44000,,2647.0,3,4,0
ORD-20221118-97114,322,45966,7,1599.0,1,0,0
ORD-20221118-25895,322,23587,,2395.0,3,3,0
ORD-20221118-24213,322,37655,1,1280.15,3,0,0
ORD-20221118-79876,322,11916,,478.0,2,7,0
ORD-20221118-22000,322,24294,,2540.2,3,4,0
ORD-20221118-25500,322,6860,,898.0,1,3,0
ORD-20221118-69720,322,6761,6,1299.0,1,0,0
ORD-20221118-46962,322,21434,,4235.1,3,5,0
ORD-20221118-15038,322,35244,15,1439.1,1,0,0
ORD-20221118-72364,322,1110,,4455.0,5,3,0
ORD-20221118-29275,322,32455,,1836.15,2,5,0
ORD-20221118-26794,322,8472,,1329.05,1,10,0
ORD-20221118-94180,322,32950,,1618.2,1,4,0
ORD-20221118-40608,322,48622,7,610.1,2,0,0
ORD-20221118-64595,322,36206,,699.0,1,2,0
ORD-20221118-72486,322,37109,22,3198.0,1,0,0
ORD-20221118-20917,322,42376,18,59.0,1,0,0
ORD-20221118-72592,322,22544,,3846.0,4,5,0
ORD-20221118-31771,322,21484,3,3958.05,2,0,0
ORD-20221118-62688,322,6197,21,1998.0,2,0,0
ORD-20221118-26054,322,40299,,1798.0,1,5,0
ORD-20221118-84464,322,28616,,1329.0,1,5,0
ORD-20221118-93605,322,40166,,778.0,2,2,1
ORD-20221118-71126,322,45714,,2127.0,3,2,0
ORD-20221118-89684,322,42288,,505.55,2,2,0
ORD-20221118-92075,322,46194,25,1029.0,1,0,0
ORD-20221118-16769,322,8946,,2848.1,1,1,0
ORD-20221118-67521,322,42613,,299.0,1,4,0
ORD-20221118-83291,322,23660,,4396.05,4,10,2
ORD-20221118-50428,322,34622,12,1349.0,1,0,0
ORD-20221118-10515,322,22810,25,1219.0,1,0,0
ORD-20221118-13305,322,48994,4,749.0,1,0,0
ORD-20221118-14721,322,17438,26,2597.0,2,0,0
ORD-20221118-12293,322,30123,,103.55,1,4,0
ORD-20221118-65265,322,47213,,599.0,1,2,0
ORD-20221118-10238,322,16547,,1907.0,2,1,0
ORD-20221118-41112,322,32933,,819.0,1,3,0
ORD-20221118-76019,322,11911,,597.0,2,3,0
ORD-20221118-51344,322,7324,21,2517.2,2,0,0
ORD-20221118-57153,322,1700,,4272.15,1,5,0
ORD-20221118-45629,322,19425,,759.05,1,5,2
ORD-20221118-43566,322,4945,22,1007.1,3,0,0
ORD-20221118-88207,322,34733,,599.0,1,10,0
ORD-20221118-71153,322,47348,,3456.05,3,4,0
ORD-20221118-31554,322,46616,18,2457.0,1,0,0
ORD-20221118-62143,322,39402,,2089.05,1,4,0
ORD-20221118-55426,322,39673,,2548.1,2,2,0
ORD-20221118-36574,322,46153,,5946.0,4,3,0
ORD-20221118-99022,322,653,23,1862.05,2,0,0
ORD-20221118-45946,322,27710,21,668.1,2,0,0
ORD-20221118-70659,322,25624,24,749.0,1,0,0
ORD-20221118-92122,322,35571,,1028.0,2,2,0
ORD-20221118-22638,322,13147,28,3526.0,4,0,0
ORD-20221118-84454,322,5662,,6925.0,4,2,0
ORD-20221118-84714,322,14925,,149.0,1,2,0
ORD-20221118-82724,322,23058,,2799.0,1,5,0
ORD-20221118-13746,322,49190,8,4464.45,5,0,0
ORD-20221118-37322,322,17472,,6996.0,2,2,0
ORD-20221118-24546,322,14464,,1199.0,1,2,2
ORD-20221118-22481,322,38600,,1388.25,2,4,0
ORD-20221118-37097,322,46439,5,854.05,1,0,0
ORD-20221118-84961,322,45575,4,899.0,1,0,0
ORD-20221118-70492,322,43280,,2527.0,3,3,0
ORD-20221118-52089,322,1423,,3373.05,2,10,0
ORD-20221118-55902,322,14228,1,1299.0,1,0,0
ORD-20221118-65180,322,32729,,4542.05,3,4,0
ORD-20221118-80559,322,25936,,1519.05,1,3,0
ORD-20221118-28337,322,18313,,2438.0,1,2,0
ORD-20221118-88938,322,12919,28,1199.0,1,0,0
ORD-20221118-85869,322,10980,,1052.6,2,4,0
ORD-20221118-35859,322,2619,,1799.0,1,4,0
ORD-20221118-25004,322,9006,3,1197.0,3,0,0
ORD-20221118-36807,322,6595,11,1599.0,1,0,0
ORD-20221118-28797,322,14052,20,749.0,1,0,0
ORD-20221118-50523,322,22545,,899.0,1,4,0
ORD-20221118-53326,322,42950,,254.15,1,3,0
ORD-20221118-90866,322,706,,4831.65,2,5,0
ORD-20221118-13739,322,35654,11,1099.0,1,0,0
ORD-20221118-48447,322,3492,,999.0,1,4,0
ORD-20221118-81415,322,16219,,2097.0,1,2,0
ORD-20221118-53263,322,46016,2,1399.0,1,0,0
ORD-20221118-48611,322,6574,4,3406.1,4,0,0
ORD-20221118-19883,322,9174,,2703.2,4,4,0
ORD-20221118-54007,322,36732,,737.1,1,4,0
ORD-20221118-26667,322,16563,,299.0,1,5,0
ORD-20221118-86376,322,6574,,1185.0,4,2,0
ORD-20221118-84457,322,1627,,999.0,1,3,0
ORD-20221118-57454,322,402,,1219.0,1,5,0
ORD-20221118-47494,322,899,5,329.0,1,0,0
ORD-20221118-74793,322,48383,,401.1,2,3,0
ORD-20221118-23785,322,47042,,56.05,1,2,0
ORD-20221118-14857,322,1085,3,149.0,1,0,0
ORD-20221118-85053,322,38909,,899.0,1,5,0
ORD-20221118-99262,322,22195,17,898.0,2,0,0
ORD-20221118-45642,322,38954,,170.05,1,4,0
ORD-20221118-87556,322,20566,25,1918.0,2,0,0
ORD-20221118-16687,322,47667,,149.0,1,4,0
ORD-20221118-56566,322,14822,25,122.55,1,0,0
ORD-20221118-70421,322,38124,14,3087.05,3,0,0
ORD-20221118-49684,322,11103,,449.0,1,4,0
ORD-20221118-98464,322,4978,,629.1,1,3,0
ORD-20221118-50276,322,29633,2,4296.0,2,0,0
ORD-20221118-63154,322,7386,,59.0,1,2,0
ORD-20221118-96962,322,22684,5,849.0,1,0,0
ORD-20221118-47358,322,38680,28,539.1,1,0,0
ORD-20221118-42322,322,38732,24,3907.0,3,0,0
ORD-20221118-75961,322,45053,,899.0,1,5,0
ORD-20221118-58539,322,31802,,4096.0,3,2,0
ORD-20221118-82408,322,14970,18,989.1,1,0,0
ORD-20221118-30243,322,20525,,349.0,1,3,0
ORD-20221118-48472,322,22294,,1668.0,2,3,0
ORD-20221118-15636,322,35539,,999.0,1,3,0
ORD-20221118-38290,322,15510,,449.0,1,2,0
ORD-20221118-22233,322,13764,,149.0,1,10,0
ORD-20221118-73729,322,350,17,1299.0,1,0,0
ORD-20221118-99481,322,10336,21,1799.0,1,0,0
ORD-20221118-86032,322,45989,,109.0,1,3,2
ORD-20221118-35123,322,2507,15,299.0,1,0,0
ORD-20221118-35714,322,37542,1,1799.0,1,0,0
ORD-20221118-76805,322,32565,25,1499.0,1,0,0
ORD-20221118-67749,322,31203,,299.0,1,2,0
ORD-20221118-16457,322,26641,28,3897.0,1,0,0
ORD-20221118-34337,322,33694,,1827.0,3,2,0
ORD-20221118-39947,322,38972,,2398.0,1,2,0
ORD-20221118-23261,322,1963,,499.0,1,5,0
ORD-20221118-82014,322,20341,,867.2,2,3,0
ORD-20221118-32910,322,7781,,1313.15,2,3,1
ORD-20221118-78750,322,6070,,898.0,1,4,0
ORD-20221118-39595,322,20039,,298.0,1,5,0
ORD-20221118-46484,322,11808,16,1199.0,1,0,0
ORD-20221118-69931,322,25702,,2673.05,2,4,0
ORD-20221118-36623,322,38826,,4516.1,4,3,1
ORD-20221118-44529,322,24967,12,2917.0,3,0,0
ORD-20221118-75754,322,38324,14,284.05,1,0,0
ORD-20221118-58436,322,45185,,764.1,1,2,0
ORD-20221118-32194,322,9748,14,1499.0,1,0,0
ORD-20221118-17556,322,20587,28,2828.65,3,0,0
ORD-20221118-54051,322,34588,27,2799.0,1,0,0
ORD-20221118-42571,322,2180,14,129.0,1,0,0
ORD-20221118-92436,322,48586,,129.0,1,2,0
ORD-20221118-32409,322,35242,,3655.0,5,7,0
ORD-20221118-24649,322,8544,,3413.15,3,1,0
ORD-20221118-97678,322,22406,,399.0,1,3,0
ORD-20221118-76041,322,30832,,349.0,1,7,0
ORD-20221118-99805,322,17019,,2617.0,2,3,0
ORD-20221118-84718,322,36088,,899.0,1,5,0
ORD-20221118-45911,322,32071,,249.0,1,5,0
ORD-20221118-98274,322,8569,,2198.0,2,5,0
ORD-20221118-82897,322,29675,22,1029.0,1,0,0
ORD-20221118-17960,322,3137,,299.0,1,7,0
ORD-20221118-37524,322,48444,,2135.1,3,3,0
ORD-20221118-47242,322,44823,,2003.15,2,14,0
ORD-20221118-41043,322,25705,,249.0,1,7,0
ORD-20221118-58603,322,16531,,799.0,1,3,0
ORD-20221118-26916,322,36119,,598.0,2,2,0
ORD-20221118-43674,322,906,,2028.0,2,5,0
ORD-20221118-42974,322,9964,19,399.0,1,0,0
ORD-20221118-13012,322,2488,3,4996.1,3,0,0
ORD-20221119-93737,323,8,,254.15,1,2,0
ORD-20221119-75906,323,31788,,849.15,1,1,0
ORD-20221119-74131,323,33502,15,3127.0,3,0,0
ORD-20221119-99161,323,24179,5,646.2,2,0,0
ORD-20221119-72057,323,23361,8,569.05,1,0,0
ORD-20221119-69121,323,17643,,2518.2,1,3,0
ORD-20221119-81100,323,5965,11,384.3,1,0,0
ORD-20221119-92786,323,20646,13,636.65,1,0,0
ORD-20221119-28942,323,25830,13,4592.7,5,0,0
ORD-20221119-99301,323,36920,6,1099.0,1,0,0
ORD-20221119-77345,323,29729,,2236.2,4,3,0
ORD-20221119-80870,323,45524,,122.55,1,3,0
ORD-20221119-32588,323,46844,,109.65,1,2,2
ORD-20221119-52573,323,9156,,5260.05,5,5,0
ORD-20221119-14840,323,25557,4,3712.1,3,0,0
ORD-20221119-65560,323,6540,3,3702.15,1,0,0
ORD-20221119-72271,323,24389,,2999.2,3,5,2
ORD-20221119-85894,323,15588,,5495.0,3,3,0
ORD-20221119-35304,323,44435,,1794.25,3,3,0
ORD-20221119-72645,323,20921,19,2802.25,3,0,0
ORD-20221119-35230,323,16396,,2199.0,1,4,1
ORD-20221119-54457,323,27012,,1299.0,1,10,0
ORD-20221119-65241,323,28702,4,1198.2,2,0,0
ORD-20221119-38340,323,26236,,139.3,1,2,0
ORD-20221119-68330,323,19880,13,804.3,2,0,0
ORD-20221119-15313,323,5924,5,3043.05,4,0,0
ORD-20221119-94997,323,33461,,594.15,1,4,0
ORD-20221119-47498,323,6223,,1098.15,2,7,0
ORD-20221119-84123,323,15174,,1305.75,2,5,0
ORD-20221119-22573,323,15170,,803.4,2,3,0
ORD-20221119-58636,323,21916,,329.0,1,5,0
ORD-20221119-98104,323,41992,,1329.0,1,2,0
ORD-20221119-17773,323,9474,11,3089.65,5,0,0
ORD-20221119-34518,323,21122,2,2981.35,3,0,0
ORD-20221119-19346,323,39229,18,2058.0,1,0,0
ORD-20221119-45479,323,41467,,4396.3,2,3,2
ORD-20221119-22538,323,24064,,6695.3,4,2,0
ORD-20221119-95665,323,6117,,1868.3,1,2,0
ORD-20221119-50406,323,40560,6,1169.1,1,0,0
ORD-20221119-81735,323,17192,2,1612.4,3,0,0
ORD-20221119-84522,323,41441,,1119.3,1,2,0
ORD-20221119-35828,323,8682,,1109.5,4,4,0
ORD-20221119-10031,323,33323,,134.1,1,2,0
ORD-20221119-14774,323,46352,12,3046.2,3,0,0
ORD-20221119-33719,323,34261,6,269.1,1,0,0
ORD-20221119-18326,323,46781,,1488.3,2,4,0
ORD-20221119-84688,323,40371,4,854.05,1,0,0
ORD-20221119-96009,323,9780,,79.0,1,3,2
ORD-20221119-54226,323,13963,,1393.2,2,10,0
ORD-20221119-52142,323,36452,3,3766.4,4,0,0
ORD-20221119-55663,323,5134,,2431.5,5,10,0
ORD-20221119-51856,323,21321,,179.0,1,3,0
ORD-20221119-15378,323,8589,28,149.0,1,0,0
ORD-20221119-50690,323,32375,,3325.75,3,3,0
ORD-20221119-76734,323,24384,,126.65,1,3,0
ORD-20221119-58387,323,16166,,1437.6,1,2,1
ORD-20221119-88661,323,17288,,449.0,1,3,0
ORD-20221119-53393,323,33857,7,7029.2,5,0,0
ORD-20221119-15777,323,33482,,1893.15,2,2,0
ORD-20221119-92545,323,23120,7,479.2,1,0,0
ORD-20221119-40620,323,37639,8,63.2,1,0,0
ORD-20221119-48515,323,13421,,3021.55,5,2,0
ORD-20221119-53539,323,26562,,853.3,1,1,0
ORD-20221119-20061,323,26343,,181.55,2,3,0
ORD-20221119-62340,323,39618,,3638.6,5,1,0
ORD-20221119-26710,323,39824,,349.0,1,4,0
ORD-20221119-99773,323,28818,18,94.05,1,0,0
ORD-20221119-68448,323,27943,27,1341.55,2,0,0
ORD-20221119-81401,323,3705,,2828.95,3,5,0
ORD-20221119-72454,323,43431,,1036.15,1,3,0
ORD-20221119-92309,323,24484,9,404.1,1,0,0
ORD-20221119-29982,323,46441,,1039.2,1,2,0
ORD-20221119-36869,323,45520,27,1118.4,1,0,0
ORD-20221119-45309,323,21475,12,3214.5,4,0,0
ORD-20221119-75760,323,43651,20,5111.35,3,0,0
