ticket_id,date_id,customer_id,store_id,resolution_time_hours,ticket_count,escalation_flag,issue_type,status
1554,150,42973,,24,1,0,technical_issue,resolved
1555,158,20522,5,4,1,0,technical_issue,resolved
1556,150,47294,,24,1,0,technical_issue,resolved
1557,154,34541,,72,1,1,product_inquiry,resolved
1558,157,32894,17,120,1,1,delivery_problem,resolved
1559,146,11038,,24,1,0,return_request,resolved
1560,158,32886,,4,1,0,delivery_problem,resolved
1561,154,6317,,24,1,0,return_request,resolved
1562,154,26946,,72,1,1,technical_issue,resolved
1563,152,38751,,8,1,0,technical_issue,resolved
1564,153,41319,,8,1,0,technical_issue,resolved
1565,158,14621,,8,1,0,return_request,resolved
1566,159,23523,,2,1,0,billing_issue,pending
1567,149,11461,13,8,1,0,technical_issue,resolved
1568,152,23186,19,48,1,0,return_request,resolved
1569,151,18354,,48,1,0,return_request,resolved
1570,155,26100,,8,1,0,return_request,resolved
1571,158,14556,,24,1,0,billing_issue,resolved
1572,147,45305,,8,1,0,return_request,resolved
1573,159,30630,,8,1,0,return_request,resolved
1574,159,9142,23,24,1,0,delivery_problem,resolved
1575,151,14597,,24,1,0,technical_issue,resolved
1576,149,15874,,4,1,0,return_request,resolved
1577,157,20741,,2,1,0,return_request,resolved
1578,154,38530,,4,1,0,return_request,resolved
1579,150,470,,48,1,0,return_request,resolved
1580,148,44517,,48,1,0,return_request,resolved
1581,151,8167,19,72,1,1,delivery_problem,in_progress
1582,149,17308,,24,1,0,return_request,resolved
1583,156,43227,,8,1,0,warranty_claim,pending
1584,149,37412,,8,1,0,return_request,in_progress
1585,157,29672,,72,1,1,technical_issue,resolved
1586,150,46123,,48,1,0,return_request,resolved
1587,155,1603,,48,1,0,return_request,pending
1588,151,37845,,8,1,0,return_request,resolved
1589,149,44080,,8,1,0,return_request,resolved
1590,152,906,,24,1,0,return_request,resolved
1591,156,47442,,2,1,0,warranty_claim,pending
1592,154,33001,,8,1,0,return_request,resolved
1593,150,23569,,2,1,0,return_request,resolved
1594,157,38222,,168,1,1,billing_issue,resolved
1595,161,22815,,2,1,0,return_request,resolved
1596,158,42064,,8,1,0,return_request,pending
1597,162,11361,,168,1,1,return_request,resolved
1598,157,40428,,48,1,0,return_request,resolved
1599,157,18381,,120,1,1,return_request,resolved
1600,160,29238,,4,1,0,delivery_problem,resolved
1601,155,41317,,48,1,0,return_request,in_progress
1602,161,47223,,2,1,0,return_request,resolved
1603,159,7500,,8,1,0,return_request,resolved
1604,158,24751,,4,1,0,product_inquiry,resolved
1605,162,49726,,24,1,0,return_request,resolved
1606,165,14613,,4,1,0,return_request,pending
1607,154,25389,,4,1,0,return_request,resolved
1608,156,35333,,2,1,0,return_request,resolved
1609,158,3546,,2,1,0,return_request,in_progress
1610,159,15360,,72,1,1,return_request,resolved
1611,156,36725,,4,1,0,delivery_problem,resolved
1612,159,20842,,24,1,0,return_request,resolved
1613,152,30010,,8,1,0,return_request,resolved
1614,163,41139,,2,1,0,return_request,resolved
1615,158,25863,,120,1,1,delivery_problem,resolved
1616,164,20866,,2,1,0,return_request,resolved
1617,155,32888,,2,1,0,return_request,in_progress
1618,156,23612,,120,1,1,return_request,resolved
1619,162,46813,,4,1,0,return_request,resolved
1620,153,49116,,120,1,1,warranty_claim,resolved
1621,159,26954,,48,1,0,return_request,resolved
1622,158,26386,,2,1,0,return_request,resolved
1623,156,3239,,120,1,1,product_inquiry,resolved
1624,155,21480,,48,1,0,return_request,resolved
1625,156,15778,,8,1,0,return_request,resolved
1626,164,19512,,24,1,0,return_request,resolved
1627,156,32638,,4,1,0,billing_issue,resolved
1628,166,2786,,4,1,0,return_request,resolved
1629,167,39304,,120,1,1,return_request,resolved
1630,157,19992,,24,1,0,technical_issue,resolved
1631,156,44902,,8,1,0,return_request,resolved
1632,167,10556,,4,1,0,return_request,in_progress
1633,159,49340,,4,1,0,return_request,resolved
1634,167,19377,1,8,1,0,delivery_problem,resolved
1635,158,34205,,2,1,0,return_request,resolved
1636,161,25395,13,8,1,0,delivery_problem,resolved
1637,162,14690,2,4,1,0,return_request,resolved
1638,163,26314,,2,1,0,return_request,pending
1639,168,47543,,2,1,0,return_request,resolved
1640,154,19673,23,4,1,0,return_request,resolved
1641,154,39235,,24,1,0,return_request,resolved
1642,160,25085,,8,1,0,technical_issue,resolved
1643,158,8693,,2,1,0,technical_issue,resolved
1644,166,20551,,8,1,0,return_request,resolved
1645,162,43671,,4,1,0,billing_issue,resolved
1646,161,9437,,24,1,0,return_request,resolved
1647,166,14422,,72,1,1,return_request,pending
1648,165,21518,,4,1,0,return_request,resolved
1649,159,14657,,24,1,0,return_request,resolved
1650,168,6382,,48,1,0,return_request,resolved
1651,161,8687,,72,1,1,return_request,pending
1652,156,43710,,4,1,0,billing_issue,resolved
1653,164,24047,,48,1,0,return_request,resolved
1654,155,49477,,24,1,0,return_request,resolved
1655,166,5331,14,4,1,0,warranty_claim,resolved
1656,157,17996,,4,1,0,return_request,resolved
1657,163,11261,,72,1,1,billing_issue,resolved
1658,159,412,,24,1,0,return_request,pending
1659,160,34578,,8,1,0,return_request,resolved
1660,158,7509,8,4,1,0,technical_issue,resolved
1661,158,2772,18,4,1,0,delivery_problem,resolved
1662,163,12838,,48,1,0,return_request,resolved
1663,157,22182,,48,1,0,return_request,resolved
1664,170,23207,,8,1,0,return_request,resolved
1665,163,37086,3,24,1,0,delivery_problem,resolved
1666,161,30953,18,8,1,0,return_request,resolved
1667,169,11154,,48,1,0,return_request,resolved
1668,163,2611,,8,1,0,return_request,resolved
1669,161,4764,,24,1,0,warranty_claim,resolved
1670,163,38176,11,120,1,1,technical_issue,resolved
1671,160,6502,,8,1,0,billing_issue,resolved
1672,168,43938,28,24,1,0,product_inquiry,resolved
1673,169,12520,,2,1,0,return_request,resolved
1674,163,39925,,24,1,0,product_inquiry,resolved
1675,160,30816,,120,1,1,return_request,resolved
1676,167,15057,,24,1,0,technical_issue,resolved
1677,161,19986,,8,1,0,billing_issue,in_progress
1678,160,46403,19,120,1,1,billing_issue,resolved
1679,166,27613,,8,1,0,return_request,resolved
1680,170,18409,9,4,1,0,delivery_problem,resolved
1681,167,21386,,8,1,0,delivery_problem,resolved
1682,159,47445,,120,1,1,technical_issue,resolved
1683,168,119,,72,1,1,technical_issue,resolved
1684,168,49729,,24,1,0,product_inquiry,resolved
1685,163,29706,,8,1,0,return_request,resolved
1686,170,29958,,24,1,0,product_inquiry,resolved
1687,160,46806,,8,1,0,technical_issue,resolved
1688,168,39395,,48,1,0,return_request,resolved
1689,165,34944,16,4,1,0,billing_issue,resolved
1690,166,13684,,2,1,0,return_request,in_progress
1691,172,25599,,24,1,0,return_request,resolved
1692,168,5762,,48,1,0,return_request,resolved
1693,168,15889,,8,1,0,return_request,resolved
1694,165,27522,,24,1,0,return_request,resolved
1695,166,37335,,8,1,0,return_request,resolved
1696,168,32547,14,48,1,0,warranty_claim,resolved
1697,163,25423,21,168,1,1,billing_issue,resolved
1698,162,26752,,24,1,0,return_request,resolved
1699,163,11526,,8,1,0,return_request,resolved
1700,172,21415,,24,1,0,return_request,resolved
1701,168,37667,,24,1,0,return_request,resolved
1702,163,23395,,4,1,0,return_request,resolved
1703,163,49490,,168,1,1,delivery_problem,resolved
1704,173,43370,,24,1,0,return_request,resolved
1705,159,185,,8,1,0,return_request,resolved
1706,168,1933,,8,1,0,return_request,resolved
1707,167,41251,,8,1,0,return_request,resolved
1708,160,15543,,24,1,0,return_request,resolved
1709,162,45085,,4,1,0,delivery_problem,resolved
1710,168,753,,8,1,0,return_request,resolved
1711,173,48965,,24,1,0,return_request,resolved
1712,171,6460,,4,1,0,return_request,resolved
1713,164,2945,,168,1,1,return_request,resolved
1714,174,34913,,24,1,0,return_request,resolved
1715,163,1925,15,4,1,0,warranty_claim,resolved
1716,166,28543,,4,1,0,return_request,pending
1717,162,45099,,72,1,1,return_request,resolved
1718,165,6979,,120,1,1,return_request,resolved
1719,163,2803,,2,1,0,return_request,resolved
1720,167,35277,19,24,1,0,technical_issue,resolved
1721,166,25592,,2,1,0,delivery_problem,resolved
1722,170,43495,3,8,1,0,product_inquiry,resolved
1723,171,46850,,2,1,0,return_request,resolved
1724,169,34051,,24,1,0,return_request,resolved
1725,171,21715,,48,1,0,return_request,resolved
1726,170,29996,,8,1,0,technical_issue,resolved
1727,161,10259,,48,1,0,return_request,resolved
1728,167,40066,,8,1,0,return_request,pending
1729,174,9967,,8,1,0,delivery_problem,in_progress
1730,169,16006,,8,1,0,product_inquiry,pending
1731,173,14638,,72,1,1,return_request,in_progress
1732,174,1085,,48,1,0,return_request,in_progress
1733,172,44532,,24,1,0,return_request,resolved
1734,170,38936,,48,1,0,billing_issue,resolved
1735,175,15283,,72,1,1,warranty_claim,resolved
1736,174,34624,,48,1,0,return_request,resolved
1737,164,20258,,48,1,0,return_request,resolved
1738,174,36463,,8,1,0,warranty_claim,resolved
1739,172,5332,,24,1,0,return_request,resolved
1740,172,26174,,8,1,0,technical_issue,resolved
1741,166,6247,28,2,1,0,billing_issue,resolved
1742,168,21219,18,4,1,0,billing_issue,resolved
1743,167,30373,,72,1,1,return_request,resolved
1744,174,13989,,2,1,0,return_request,resolved
1745,174,5892,,24,1,0,return_request,resolved
1746,168,17670,,8,1,0,return_request,pending
1747,166,12342,,24,1,0,return_request,resolved
1748,170,30461,,8,1,0,return_request,resolved
1749,177,45582,,2,1,0,return_request,resolved
1750,164,11398,,2,1,0,return_request,resolved
1751,170,31213,,48,1,0,warranty_claim,resolved
1752,172,41231,2,8,1,0,technical_issue,resolved
1753,177,973,25,24,1,0,technical_issue,resolved
1754,166,46284,,24,1,0,return_request,pending
1755,171,27988,,24,1,0,billing_issue,resolved
1756,177,21655,,4,1,0,billing_issue,resolved
1757,174,15075,,8,1,0,return_request,resolved
1758,166,48213,28,120,1,1,warranty_claim,resolved
1759,166,4297,,4,1,0,warranty_claim,resolved
1760,167,42825,,72,1,1,technical_issue,resolved
1761,174,42251,,8,1,0,warranty_claim,resolved
1762,171,25647,28,8,1,0,warranty_claim,resolved
1763,165,11026,,2,1,0,return_request,resolved
1764,168,48464,,120,1,1,delivery_problem,resolved
1765,172,41901,,72,1,1,return_request,resolved
1766,170,18444,,24,1,0,product_inquiry,resolved
1767,175,42267,,24,1,0,return_request,resolved
1768,176,48835,25,4,1,0,delivery_problem,resolved
1769,172,33906,,48,1,0,product_inquiry,resolved
1770,176,48936,,8,1,0,return_request,resolved
1771,174,22764,,8,1,0,return_request,in_progress
1772,172,31813,,168,1,1,return_request,resolved
1773,169,1190,18,72,1,1,billing_issue,in_progress
1774,177,39955,,48,1,0,return_request,resolved
1775,174,23257,,4,1,0,billing_issue,resolved
1776,171,21179,,72,1,1,return_request,resolved
1777,175,20419,,48,1,0,return_request,in_progress
1778,178,31053,,2,1,0,technical_issue,resolved
1779,168,21649,,24,1,0,return_request,in_progress
1780,170,1884,,24,1,0,return_request,resolved
1781,172,33300,,8,1,0,return_request,in_progress
1782,167,13961,,8,1,0,billing_issue,resolved
1783,172,39632,,120,1,1,warranty_claim,in_progress
1784,172,33387,,48,1,0,return_request,pending
1785,176,1387,7,24,1,0,technical_issue,resolved
1786,172,14259,,8,1,0,delivery_problem,resolved
1787,180,39815,,4,1,0,return_request,resolved
1788,178,8206,7,24,1,0,return_request,resolved
1789,168,14994,,4,1,0,return_request,resolved
1790,178,24986,,4,1,0,return_request,resolved
1791,178,12320,28,8,1,0,return_request,resolved
1792,177,12747,,48,1,0,warranty_claim,resolved
1793,181,44465,,120,1,1,delivery_problem,resolved
1794,170,42814,,8,1,0,technical_issue,resolved
1795,169,13092,,48,1,0,return_request,resolved
1796,178,14099,,24,1,0,technical_issue,resolved
1797,177,3079,,8,1,0,return_request,pending
1798,178,19182,1,48,1,0,return_request,resolved
1799,181,23992,27,120,1,1,billing_issue,resolved
1800,179,24304,,4,1,0,return_request,resolved
1801,179,35253,,24,1,0,return_request,resolved
1802,182,18718,,8,1,0,product_inquiry,in_progress
1803,168,6976,16,4,1,0,billing_issue,resolved
1804,170,8762,,72,1,1,return_request,resolved
1805,170,27475,,168,1,1,return_request,resolved
1806,180,4322,,2,1,0,delivery_problem,resolved
1807,174,1146,,8,1,0,return_request,resolved
1808,178,27749,,120,1,1,technical_issue,in_progress
1809,172,42427,,48,1,0,return_request,resolved
1810,176,7679,,4,1,0,warranty_claim,resolved
1811,182,37676,,24,1,0,billing_issue,resolved
1812,177,18549,5,2,1,0,technical_issue,resolved
1813,170,32642,,24,1,0,product_inquiry,resolved
1814,176,11158,,24,1,0,return_request,resolved
1815,178,17575,9,120,1,1,warranty_claim,resolved
1816,174,20237,,8,1,0,return_request,resolved
1817,173,2972,,24,1,0,product_inquiry,resolved
1818,177,23228,,48,1,0,return_request,resolved
1819,184,31849,,4,1,0,return_request,resolved
1820,171,40454,,2,1,0,return_request,in_progress
1821,172,13732,,8,1,0,product_inquiry,resolved
1822,184,15977,,72,1,1,return_request,resolved
1823,181,7973,,72,1,1,return_request,pending
1824,170,1730,,48,1,0,technical_issue,resolved
1825,172,28880,,4,1,0,return_request,resolved
1826,171,40461,,4,1,0,return_request,resolved
1827,179,11944,,2,1,0,return_request,in_progress
1828,174,29806,,24,1,0,return_request,resolved
1829,170,8763,,168,1,1,technical_issue,in_progress
1830,172,18202,,4,1,0,return_request,resolved
1831,184,23820,,72,1,1,return_request,resolved
1832,175,34212,,8,1,0,return_request,resolved
1833,181,30818,,4,1,0,return_request,resolved
1834,179,33122,,48,1,0,return_request,in_progress
1835,172,43514,,4,1,0,return_request,pending
1836,183,36910,,48,1,0,return_request,resolved
1837,177,47342,,24,1,0,return_request,in_progress
1838,180,33448,,24,1,0,billing_issue,resolved
1839,180,46135,,72,1,1,return_request,resolved
1840,185,40498,,24,1,0,return_request,resolved
1841,175,13868,,4,1,0,return_request,resolved
1842,173,14246,,48,1,0,return_request,resolved
1843,186,9357,,2,1,0,return_request,resolved
1844,186,28608,,120,1,1,return_request,resolved
1845,182,11020,,24,1,0,return_request,resolved
1846,174,19949,13,72,1,1,technical_issue,resolved
1847,177,20685,,72,1,1,return_request,resolved
1848,184,20926,,72,1,1,product_inquiry,resolved
1849,187,12323,7,2,1,0,warranty_claim,in_progress
1850,184,26337,,8,1,0,delivery_problem,resolved
1851,186,39657,17,24,1,0,technical_issue,resolved
1852,187,24879,,2,1,0,return_request,resolved
1853,174,1972,,8,1,0,technical_issue,resolved
1854,187,29071,,48,1,0,delivery_problem,resolved
1855,180,15432,,8,1,0,billing_issue,resolved
1856,179,9921,,120,1,1,warranty_claim,resolved
1857,180,22617,,2,1,0,return_request,resolved
1858,188,29992,,8,1,0,delivery_problem,in_progress
1859,182,32820,,168,1,1,return_request,resolved
1860,183,6614,,4,1,0,return_request,resolved
1861,179,30200,,8,1,0,return_request,resolved
1862,182,49461,15,120,1,1,technical_issue,resolved
1863,174,41996,,8,1,0,return_request,resolved
1864,181,47693,,24,1,0,technical_issue,resolved
1865,175,22239,,72,1,1,return_request,resolved
1866,189,7770,,8,1,0,return_request,resolved
1867,185,6665,,8,1,0,warranty_claim,resolved
1868,177,49979,,120,1,1,return_request,in_progress
1869,179,47209,,2,1,0,return_request,in_progress
1870,186,16012,,48,1,0,return_request,resolved
1871,181,22084,17,8,1,0,delivery_problem,resolved
1872,184,3919,,4,1,0,technical_issue,resolved
1873,178,11949,,4,1,0,return_request,resolved
1874,183,44128,,4,1,0,technical_issue,resolved
1875,180,11890,,2,1,0,return_request,resolved
1876,183,48258,,72,1,1,return_request,resolved
1877,179,19689,,24,1,0,warranty_claim,pending
1878,187,19305,,24,1,0,return_request,resolved
1879,189,10637,5,72,1,1,warranty_claim,resolved
1880,189,28541,,4,1,0,return_request,resolved
1881,180,25623,16,8,1,0,billing_issue,resolved
1882,185,44464,14,2,1,0,delivery_problem,resolved
1883,182,5000,,8,1,0,return_request,resolved
1884,178,754,,24,1,0,return_request,in_progress
1885,187,15892,,4,1,0,return_request,resolved
1886,186,45428,,72,1,1,return_request,resolved
1887,188,30228,,2,1,0,return_request,resolved
1888,181,35178,,24,1,0,billing_issue,resolved
1889,190,29411,,24,1,0,return_request,pending
1890,180,13781,,24,1,0,return_request,resolved
1891,179,18730,15,4,1,0,return_request,resolved
1892,187,24308,,8,1,0,product_inquiry,resolved
1893,183,37883,,4,1,0,return_request,in_progress
1894,178,10962,,72,1,1,product_inquiry,resolved
1895,177,34501,,24,1,0,billing_issue,resolved
1896,185,13157,,48,1,0,return_request,resolved
1897,180,32279,,72,1,1,return_request,resolved
1898,177,15284,,24,1,0,return_request,resolved
1899,185,8223,,24,1,0,return_request,resolved
1900,180,39479,,8,1,0,return_request,resolved
1901,183,45730,,48,1,0,return_request,resolved
1902,187,39841,,2,1,0,billing_issue,pending
1903,191,46599,,2,1,0,return_request,resolved
1904,181,25498,,2,1,0,return_request,in_progress
1905,178,24622,,8,1,0,billing_issue,resolved
1906,186,42745,,24,1,0,return_request,resolved
1907,184,39875,,24,1,0,return_request,resolved
1908,188,32750,,48,1,0,return_request,resolved
1909,178,7971,,8,1,0,return_request,resolved
1910,180,29,,8,1,0,delivery_problem,resolved
1911,186,45069,,4,1,0,return_request,resolved
1912,179,30995,,24,1,0,return_request,pending
1913,179,12967,,8,1,0,return_request,resolved
1914,189,46696,,2,1,0,return_request,resolved
1915,180,28938,,48,1,0,return_request,resolved
1916,184,19703,,72,1,1,technical_issue,resolved
1917,192,42754,27,8,1,0,technical_issue,resolved
1918,183,44679,,4,1,0,return_request,resolved
1919,178,2097,,48,1,0,return_request,resolved
1920,187,25080,,48,1,0,return_request,resolved
1921,192,4513,,24,1,0,return_request,resolved
1922,179,29963,,24,1,0,return_request,in_progress
1923,186,4498,,24,1,0,return_request,resolved
1924,190,11396,,24,1,0,return_request,in_progress
1925,183,39938,,4,1,0,return_request,pending
1926,187,45394,,4,1,0,return_request,resolved
1927,185,48516,,24,1,0,return_request,resolved
1928,185,43061,5,168,1,1,technical_issue,resolved
1929,188,10710,,4,1,0,return_request,resolved
1930,186,32516,23,4,1,0,return_request,resolved
1931,191,39372,8,48,1,0,return_request,resolved
1932,186,6481,,24,1,0,return_request,resolved
1933,190,49835,,24,1,0,return_request,resolved
1934,186,4127,22,72,1,1,return_request,resolved
1935,192,11650,4,8,1,0,technical_issue,in_progress
1936,182,49722,,168,1,1,billing_issue,resolved
1937,187,34856,,2,1,0,return_request,resolved
1938,193,14139,,4,1,0,return_request,resolved
1939,194,45583,,24,1,0,return_request,pending
1940,194,19865,,48,1,0,return_request,resolved
1941,180,31893,,24,1,0,billing_issue,resolved
1942,186,28518,,24,1,0,return_request,resolved
1943,180,13396,17,48,1,0,return_request,resolved
1944,183,32077,,24,1,0,return_request,resolved
1945,181,13526,,8,1,0,return_request,resolved
1946,180,11680,28,8,1,0,delivery_problem,resolved
1947,181,48146,,72,1,1,return_request,resolved
1948,181,23028,,24,1,0,billing_issue,resolved
1949,193,20596,15,24,1,0,billing_issue,resolved
1950,193,36344,,4,1,0,return_request,resolved
1951,184,42109,,24,1,0,billing_issue,resolved
1952,193,46467,,24,1,0,return_request,pending
1953,187,4859,,8,1,0,return_request,resolved
1954,190,6658,12,48,1,0,product_inquiry,resolved
1955,194,41178,10,48,1,0,technical_issue,pending
1956,187,40923,,8,1,0,return_request,in_progress
1957,191,14738,,48,1,0,technical_issue,resolved
1958,189,24363,,48,1,0,return_request,resolved
1959,191,47444,,2,1,0,return_request,resolved
1960,190,40792,,24,1,0,return_request,resolved
1961,184,15758,,24,1,0,return_request,resolved
1962,189,20548,,8,1,0,return_request,resolved
1963,196,17471,,2,1,0,return_request,resolved
1964,185,10145,,8,1,0,return_request,resolved
1965,188,11100,,72,1,1,return_request,pending
1966,184,9893,,8,1,0,technical_issue,resolved
1967,189,17159,,24,1,0,return_request,resolved
1968,192,46909,,24,1,0,return_request,resolved
1969,196,48370,,72,1,1,delivery_problem,resolved
1970,195,26787,,4,1,0,billing_issue,resolved
1971,193,46747,,2,1,0,return_request,resolved
1972,183,32994,,24,1,0,return_request,resolved
1973,190,4824,5,72,1,1,product_inquiry,resolved
1974,196,2380,,24,1,0,billing_issue,pending
1975,188,21003,,4,1,0,return_request,resolved
1976,193,44110,,8,1,0,delivery_problem,resolved
1977,196,2725,,2,1,0,return_request,resolved
1978,185,23807,,8,1,0,return_request,resolved
1979,196,2711,,168,1,1,return_request,resolved
1980,186,15737,,72,1,1,return_request,resolved
1981,194,11091,,24,1,0,return_request,resolved
1982,184,41866,,8,1,0,technical_issue,resolved
1983,193,1646,,8,1,0,return_request,resolved
1984,194,9962,,120,1,1,return_request,resolved
1985,190,49279,,72,1,1,return_request,pending
1986,193,878,,8,1,0,return_request,resolved
1987,191,20226,,48,1,0,return_request,in_progress
1988,190,21170,8,2,1,0,billing_issue,resolved
1989,197,48891,25,48,1,0,warranty_claim,pending
1990,190,17100,,24,1,0,return_request,resolved
1991,199,48084,,2,1,0,product_inquiry,resolved
1992,185,17881,,8,1,0,return_request,in_progress
1993,191,12771,,72,1,1,return_request,resolved
1994,190,37498,,4,1,0,return_request,in_progress
1995,196,15547,,2,1,0,return_request,resolved
1996,197,7031,,120,1,1,delivery_problem,resolved
1997,185,40107,,72,1,1,return_request,resolved
1998,197,46513,,48,1,0,return_request,resolved
1999,188,35615,,24,1,0,return_request,resolved
2000,191,48847,,2,1,0,return_request,resolved
2001,188,7830,,24,1,0,return_request,resolved
2002,200,3610,8,8,1,0,billing_issue,resolved
2003,189,47287,,48,1,0,warranty_claim,resolved
2004,200,46690,,24,1,0,delivery_problem,resolved
2005,200,18021,,8,1,0,return_request,in_progress
2006,195,24223,,24,1,0,return_request,resolved
2007,199,47951,,48,1,0,return_request,resolved
2008,197,1734,,4,1,0,delivery_problem,resolved
2009,188,40426,,8,1,0,return_request,resolved
2010,190,29593,,48,1,0,return_request,resolved
2011,191,11041,,2,1,0,return_request,resolved
2012,196,1887,,48,1,0,technical_issue,resolved
2013,193,30747,16,4,1,0,return_request,resolved
2014,193,20643,,48,1,0,return_request,resolved
2015,193,9744,,24,1,0,return_request,resolved
2016,200,31456,,8,1,0,return_request,resolved
2017,190,37103,,48,1,0,return_request,resolved
2018,190,39945,,8,1,0,return_request,resolved
2019,193,33031,,8,1,0,return_request,pending
2020,190,10422,16,4,1,0,delivery_problem,resolved
2021,187,12896,,2,1,0,return_request,resolved
2022,188,17389,,4,1,0,return_request,resolved
2023,191,8340,,24,1,0,warranty_claim,in_progress
2024,189,11885,,72,1,1,product_inquiry,resolved
2025,196,7831,,168,1,1,return_request,in_progress
2026,196,17358,,8,1,0,return_request,pending
2027,195,21705,13,2,1,0,delivery_problem,resolved
2028,198,18851,,24,1,0,delivery_problem,resolved
2029,188,22959,,24,1,0,return_request,resolved
2030,202,43117,17,4,1,0,technical_issue,resolved
2031,190,39750,,4,1,0,return_request,in_progress
2032,200,1266,,4,1,0,product_inquiry,pending
2033,197,21263,,8,1,0,technical_issue,resolved
2034,195,41051,,24,1,0,product_inquiry,resolved
2035,201,4314,,24,1,0,return_request,resolved
2036,195,18926,,24,1,0,product_inquiry,in_progress
2037,191,14924,,24,1,0,return_request,resolved
2038,193,2737,25,24,1,0,billing_issue,resolved
2039,197,2388,,8,1,0,billing_issue,resolved
2040,201,42869,1,4,1,0,technical_issue,resolved
2041,189,2936,,4,1,0,return_request,resolved
2042,194,29140,17,8,1,0,return_request,resolved
2043,199,31563,,2,1,0,return_request,resolved
2044,202,45216,,8,1,0,return_request,resolved
2045,195,14464,12,48,1,0,product_inquiry,pending
2046,202,17676,,120,1,1,return_request,resolved
2047,194,18223,,48,1,0,return_request,resolved
2048,202,27453,8,4,1,0,return_request,resolved
2049,202,45233,,48,1,0,return_request,pending
2050,196,27590,,2,1,0,return_request,resolved
2051,193,3495,,8,1,0,return_request,resolved
2052,202,4979,16,48,1,0,return_request,resolved
2053,198,33241,,120,1,1,billing_issue,resolved
2054,198,44790,,2,1,0,return_request,in_progress
2055,191,10772,,120,1,1,product_inquiry,resolved
2056,196,34474,14,24,1,0,return_request,resolved
2057,198,38008,,4,1,0,return_request,resolved
2058,199,28814,,72,1,1,return_request,pending
2059,201,19884,,8,1,0,return_request,resolved
2060,202,15342,,2,1,0,return_request,resolved
2061,194,11368,,2,1,0,return_request,resolved
2062,197,24449,,8,1,0,technical_issue,pending
2063,202,48171,,4,1,0,return_request,resolved
2064,196,25909,11,2,1,0,billing_issue,in_progress
2065,203,19711,,120,1,1,return_request,resolved
2066,199,43004,,2,1,0,return_request,resolved
2067,200,21376,,24,1,0,return_request,in_progress
2068,195,2951,,8,1,0,delivery_problem,resolved
2069,191,31038,13,72,1,1,return_request,pending
2070,204,30660,,4,1,0,return_request,resolved
2071,195,38349,,24,1,0,return_request,resolved
2072,191,17451,,8,1,0,warranty_claim,resolved
2073,199,38538,,8,1,0,billing_issue,resolved
2074,202,39069,,8,1,0,return_request,resolved
2075,191,22192,,8,1,0,return_request,resolved
2076,199,3861,,4,1,0,return_request,resolved
2077,200,42651,,48,1,0,return_request,resolved
2078,201,22339,,120,1,1,return_request,resolved
2079,200,49857,,48,1,0,return_request,resolved
2080,204,19903,,24,1,0,return_request,resolved
2081,204,3868,,4,1,0,return_request,resolved
2082,203,25150,22,24,1,0,delivery_problem,resolved
2083,197,21181,,24,1,0,return_request,resolved
2084,200,24608,,120,1,1,return_request,resolved
2085,191,49683,,2,1,0,return_request,resolved
2086,196,43316,,8,1,0,return_request,resolved
2087,201,35842,,24,1,0,return_request,resolved
2088,193,32865,,24,1,0,return_request,resolved
2089,198,36512,,4,1,0,return_request,resolved
2090,196,31359,,8,1,0,return_request,resolved
2091,194,34587,,48,1,0,return_request,resolved
2092,202,12156,,2,1,0,return_request,resolved
2093,204,39985,,2,1,0,return_request,in_progress
2094,201,31529,24,24,1,0,return_request,resolved
2095,192,9389,16,24,1,0,delivery_problem,resolved
2096,198,23765,,24,1,0,return_request,resolved
2097,197,42103,,72,1,1,return_request,resolved
2098,202,38471,27,4,1,0,technical_issue,resolved
2099,192,41075,,48,1,0,return_request,resolved
2100,195,49668,,24,1,0,return_request,resolved
2101,194,39531,,48,1,0,return_request,resolved
2102,195,39441,,24,1,0,return_request,resolved
2103,205,35918,,2,1,0,return_request,resolved
2104,197,40869,24,8,1,0,billing_issue,resolved
2105,193,13838,,48,1,0,return_request,resolved
2106,194,38566,,8,1,0,return_request,resolved
2107,205,18118,,24,1,0,return_request,resolved
2108,201,23212,26,4,1,0,billing_issue,resolved
2109,200,20997,,72,1,1,technical_issue,resolved
2110,199,4484,,8,1,0,return_request,resolved
2111,195,29453,,8,1,0,return_request,resolved
2112,203,35492,,72,1,1,return_request,resolved
2113,195,16353,,2,1,0,return_request,resolved
2114,193,37682,,2,1,0,return_request,resolved
2115,194,13576,,24,1,0,technical_issue,resolved
2116,206,21171,,24,1,0,return_request,resolved
2117,197,30944,22,4,1,0,delivery_problem,resolved
2118,193,42765,,8,1,0,technical_issue,pending
2119,193,16515,,48,1,0,return_request,resolved
2120,194,48734,,72,1,1,return_request,resolved
2121,193,9627,,4,1,0,return_request,resolved
2122,207,4759,,4,1,0,technical_issue,resolved
2123,205,7948,,4,1,0,return_request,resolved
2124,197,11612,,8,1,0,return_request,resolved
2125,206,25517,,2,1,0,return_request,resolved
2126,205,15532,,4,1,0,return_request,resolved
2127,204,33326,,4,1,0,billing_issue,resolved
2128,200,30804,,24,1,0,delivery_problem,resolved
2129,204,3523,,120,1,1,return_request,resolved
2130,205,38919,,120,1,1,billing_issue,resolved
2131,199,43664,8,4,1,0,technical_issue,resolved
2132,195,36356,,4,1,0,product_inquiry,resolved
2133,205,40314,,24,1,0,return_request,resolved
2134,196,29354,,48,1,0,return_request,pending
