date_id,full_date,day,week,month,quarter,year,day_of_week,is_weekend
581,2023-08-04,4,31,8,3,2023,4,0
582,2023-08-05,5,31,8,3,2023,5,1
583,2023-08-06,6,31,8,3,2023,6,1
584,2023-08-07,7,32,8,3,2023,0,0
585,2023-08-08,8,32,8,3,2023,1,0
586,2023-08-09,9,32,8,3,2023,2,0
587,2023-08-10,10,32,8,3,2023,3,0
588,2023-08-11,11,32,8,3,2023,4,0
589,2023-08-12,12,32,8,3,2023,5,1
590,2023-08-13,13,32,8,3,2023,6,1
591,2023-08-14,14,33,8,3,2023,0,0
592,2023-08-15,15,33,8,3,2023,1,0
593,2023-08-16,16,33,8,3,2023,2,0
594,2023-08-17,17,33,8,3,2023,3,0
595,2023-08-18,18,33,8,3,2023,4,0
596,2023-08-19,19,33,8,3,2023,5,1
597,2023-08-20,20,33,8,3,2023,6,1
598,2023-08-21,21,34,8,3,2023,0,0
599,2023-08-22,22,34,8,3,2023,1,0
600,2023-08-23,23,34,8,3,2023,2,0
601,2023-08-24,24,34,8,3,2023,3,0
602,2023-08-25,25,34,8,3,2023,4,0
603,2023-08-26,26,34,8,3,2023,5,1
604,2023-08-27,27,34,8,3,2023,6,1
605,2023-08-28,28,35,8,3,2023,0,0
606,2023-08-29,29,35,8,3,2023,1,0
607,2023-08-30,30,35,8,3,2023,2,0
608,2023-08-31,31,35,8,3,2023,3,0
609,2023-09-01,1,35,9,3,2023,4,0
610,2023-09-02,2,35,9,3,2023,5,1
611,2023-09-03,3,35,9,3,2023,6,1
612,2023-09-04,4,36,9,3,2023,0,0
613,2023-09-05,5,36,9,3,2023,1,0
614,2023-09-06,6,36,9,3,2023,2,0
615,2023-09-07,7,36,9,3,2023,3,0
616,2023-09-08,8,36,9,3,2023,4,0
617,2023-09-09,9,36,9,3,2023,5,1
618,2023-09-10,10,36,9,3,2023,6,1
619,2023-09-11,11,37,9,3,2023,0,0
620,2023-09-12,12,37,9,3,2023,1,0
621,2023-09-13,13,37,9,3,2023,2,0
622,2023-09-14,14,37,9,3,2023,3,0
623,2023-09-15,15,37,9,3,2023,4,0
624,2023-09-16,16,37,9,3,2023,5,1
625,2023-09-17,17,37,9,3,2023,6,1
626,2023-09-18,18,38,9,3,2023,0,0
627,2023-09-19,19,38,9,3,2023,1,0
628,2023-09-20,20,38,9,3,2023,2,0
629,2023-09-21,21,38,9,3,2023,3,0
630,2023-09-22,22,38,9,3,2023,4,0
631,2023-09-23,23,38,9,3,2023,5,1
632,2023-09-24,24,38,9,3,2023,6,1
633,2023-09-25,25,39,9,3,2023,0,0
634,2023-09-26,26,39,9,3,2023,1,0
635,2023-09-27,27,39,9,3,2023,2,0
636,2023-09-28,28,39,9,3,2023,3,0
637,2023-09-29,29,39,9,3,2023,4,0
638,2023-09-30,30,39,9,3,2023,5,1
639,2023-10-01,1,39,10,4,2023,6,1
640,2023-10-02,2,40,10,4,2023,0,0
641,2023-10-03,3,40,10,4,2023,1,0
642,2023-10-04,4,40,10,4,2023,2,0
643,2023-10-05,5,40,10,4,2023,3,0
644,2023-10-06,6,40,10,4,2023,4,0
645,2023-10-07,7,40,10,4,2023,5,1
646,2023-10-08,8,40,10,4,2023,6,1
647,2023-10-09,9,41,10,4,2023,0,0
648,2023-10-10,10,41,10,4,2023,1,0
649,2023-10-11,11,41,10,4,2023,2,0
650,2023-10-12,12,41,10,4,2023,3,0
651,2023-10-13,13,41,10,4,2023,4,0
652,2023-10-14,14,41,10,4,2023,5,1
653,2023-10-15,15,41,10,4,2023,6,1
654,2023-10-16,16,42,10,4,2023,0,0
655,2023-10-17,17,42,10,4,2023,1,0
656,2023-10-18,18,42,10,4,2023,2,0
657,2023-10-19,19,42,10,4,2023,3,0
658,2023-10-20,20,42,10,4,2023,4,0
659,2023-10-21,21,42,10,4,2023,5,1
660,2023-10-22,22,42,10,4,2023,6,1
661,2023-10-23,23,43,10,4,2023,0,0
662,2023-10-24,24,43,10,4,2023,1,0
663,2023-10-25,25,43,10,4,2023,2,0
664,2023-10-26,26,43,10,4,2023,3,0
665,2023-10-27,27,43,10,4,2023,4,0
666,2023-10-28,28,43,10,4,2023,5,1
667,2023-10-29,29,43,10,4,2023,6,1
668,2023-10-30,30,44,10,4,2023,0,0
669,2023-10-31,31,44,10,4,2023,1,0
670,2023-11-01,1,44,11,4,2023,2,0
671,2023-11-02,2,44,11,4,2023,3,0
672,2023-11-03,3,44,11,4,2023,4,0
673,2023-11-04,4,44,11,4,2023,5,1
674,2023-11-05,5,44,11,4,2023,6,1
675,2023-11-06,6,45,11,4,2023,0,0
676,2023-11-07,7,45,11,4,2023,1,0
677,2023-11-08,8,45,11,4,2023,2,0
678,2023-11-09,9,45,11,4,2023,3,0
679,2023-11-10,10,45,11,4,2023,4,0
680,2023-11-11,11,45,11,4,2023,5,1
681,2023-11-12,12,45,11,4,2023,6,1
682,2023-11-13,13,46,11,4,2023,0,0
683,2023-11-14,14,46,11,4,2023,1,0
684,2023-11-15,15,46,11,4,2023,2,0
685,2023-11-16,16,46,11,4,2023,3,0
686,2023-11-17,17,46,11,4,2023,4,0
687,2023-11-18,18,46,11,4,2023,5,1
688,2023-11-19,19,46,11,4,2023,6,1
689,2023-11-20,20,47,11,4,2023,0,0
690,2023-11-21,21,47,11,4,2023,1,0
691,2023-11-22,22,47,11,4,2023,2,0
692,2023-11-23,23,47,11,4,2023,3,0
693,2023-11-24,24,47,11,4,2023,4,0
694,2023-11-25,25,47,11,4,2023,5,1
695,2023-11-26,26,47,11,4,2023,6,1
696,2023-11-27,27,48,11,4,2023,0,0
697,2023-11-28,28,48,11,4,2023,1,0
698,2023-11-29,29,48,11,4,2023,2,0
699,2023-11-30,30,48,11,4,2023,3,0
700,2023-12-01,1,48,12,4,2023,4,0
701,2023-12-02,2,48,12,4,2023,5,1
702,2023-12-03,3,48,12,4,2023,6,1
703,2023-12-04,4,49,12,4,2023,0,0
704,2023-12-05,5,49,12,4,2023,1,0
705,2023-12-06,6,49,12,4,2023,2,0
706,2023-12-07,7,49,12,4,2023,3,0
707,2023-12-08,8,49,12,4,2023,4,0
708,2023-12-09,9,49,12,4,2023,5,1
709,2023-12-10,10,49,12,4,2023,6,1
710,2023-12-11,11,50,12,4,2023,0,0
711,2023-12-12,12,50,12,4,2023,1,0
712,2023-12-13,13,50,12,4,2023,2,0
713,2023-12-14,14,50,12,4,2023,3,0
714,2023-12-15,15,50,12,4,2023,4,0
715,2023-12-16,16,50,12,4,2023,5,1
716,2023-12-17,17,50,12,4,2023,6,1
717,2023-12-18,18,51,12,4,2023,0,0
718,2023-12-19,19,51,12,4,2023,1,0
719,2023-12-20,20,51,12,4,2023,2,0
720,2023-12-21,21,51,12,4,2023,3,0
721,2023-12-22,22,51,12,4,2023,4,0
722,2023-12-23,23,51,12,4,2023,5,1
723,2023-12-24,24,51,12,4,2023,6,1
724,2023-12-25,25,52,12,4,2023,0,0
725,2023-12-26,26,52,12,4,2023,1,0
726,2023-12-27,27,52,12,4,2023,2,0
727,2023-12-28,28,52,12,4,2023,3,0
728,2023-12-29,29,52,12,4,2023,4,0
729,2023-12-30,30,52,12,4,2023,5,1
730,2023-12-31,31,52,12,4,2023,6,1
731,2024-01-01,1,1,1,1,2024,0,0
732,2024-01-02,2,1,1,1,2024,1,0
733,2024-01-03,3,1,1,1,2024,2,0
734,2024-01-04,4,1,1,1,2024,3,0
735,2024-01-05,5,1,1,1,2024,4,0
736,2024-01-06,6,1,1,1,2024,5,1
737,2024-01-07,7,1,1,1,2024,6,1
738,2024-01-08,8,2,1,1,2024,0,0
739,2024-01-09,9,2,1,1,2024,1,0
740,2024-01-10,10,2,1,1,2024,2,0
741,2024-01-11,11,2,1,1,2024,3,0
742,2024-01-12,12,2,1,1,2024,4,0
743,2024-01-13,13,2,1,1,2024,5,1
744,2024-01-14,14,2,1,1,2024,6,1
745,2024-01-15,15,3,1,1,2024,0,0
746,2024-01-16,16,3,1,1,2024,1,0
747,2024-01-17,17,3,1,1,2024,2,0
748,2024-01-18,18,3,1,1,2024,3,0
749,2024-01-19,19,3,1,1,2024,4,0
750,2024-01-20,20,3,1,1,2024,5,1
751,2024-01-21,21,3,1,1,2024,6,1
752,2024-01-22,22,4,1,1,2024,0,0
753,2024-01-23,23,4,1,1,2024,1,0
754,2024-01-24,24,4,1,1,2024,2,0
755,2024-01-25,25,4,1,1,2024,3,0
756,2024-01-26,26,4,1,1,2024,4,0
757,2024-01-27,27,4,1,1,2024,5,1
758,2024-01-28,28,4,1,1,2024,6,1
759,2024-01-29,29,5,1,1,2024,0,0
760,2024-01-30,30,5,1,1,2024,1,0
761,2024-01-31,31,5,1,1,2024,2,0
762,2024-02-01,1,5,2,1,2024,3,0
763,2024-02-02,2,5,2,1,2024,4,0
764,2024-02-03,3,5,2,1,2024,5,1
765,2024-02-04,4,5,2,1,2024,6,1
766,2024-02-05,5,6,2,1,2024,0,0
767,2024-02-06,6,6,2,1,2024,1,0
768,2024-02-07,7,6,2,1,2024,2,0
769,2024-02-08,8,6,2,1,2024,3,0
770,2024-02-09,9,6,2,1,2024,4,0
771,2024-02-10,10,6,2,1,2024,5,1
772,2024-02-11,11,6,2,1,2024,6,1
773,2024-02-12,12,7,2,1,2024,0,0
774,2024-02-13,13,7,2,1,2024,1,0
775,2024-02-14,14,7,2,1,2024,2,0
776,2024-02-15,15,7,2,1,2024,3,0
777,2024-02-16,16,7,2,1,2024,4,0
778,2024-02-17,17,7,2,1,2024,5,1
779,2024-02-18,18,7,2,1,2024,6,1
780,2024-02-19,19,8,2,1,2024,0,0
781,2024-02-20,20,8,2,1,2024,1,0
782,2024-02-21,21,8,2,1,2024,2,0
783,2024-02-22,22,8,2,1,2024,3,0
784,2024-02-23,23,8,2,1,2024,4,0
785,2024-02-24,24,8,2,1,2024,5,1
786,2024-02-25,25,8,2,1,2024,6,1
787,2024-02-26,26,9,2,1,2024,0,0
788,2024-02-27,27,9,2,1,2024,1,0
789,2024-02-28,28,9,2,1,2024,2,0
790,2024-02-29,29,9,2,1,2024,3,0
791,2024-03-01,1,9,3,1,2024,4,0
792,2024-03-02,2,9,3,1,2024,5,1
793,2024-03-03,3,9,3,1,2024,6,1
794,2024-03-04,4,10,3,1,2024,0,0
795,2024-03-05,5,10,3,1,2024,1,0
796,2024-03-06,6,10,3,1,2024,2,0
797,2024-03-07,7,10,3,1,2024,3,0
798,2024-03-08,8,10,3,1,2024,4,0
799,2024-03-09,9,10,3,1,2024,5,1
800,2024-03-10,10,10,3,1,2024,6,1
801,2024-03-11,11,11,3,1,2024,0,0
802,2024-03-12,12,11,3,1,2024,1,0
803,2024-03-13,13,11,3,1,2024,2,0
804,2024-03-14,14,11,3,1,2024,3,0
805,2024-03-15,15,11,3,1,2024,4,0
806,2024-03-16,16,11,3,1,2024,5,1
807,2024-03-17,17,11,3,1,2024,6,1
808,2024-03-18,18,12,3,1,2024,0,0
809,2024-03-19,19,12,3,1,2024,1,0
810,2024-03-20,20,12,3,1,2024,2,0
811,2024-03-21,21,12,3,1,2024,3,0
812,2024-03-22,22,12,3,1,2024,4,0
813,2024-03-23,23,12,3,1,2024,5,1
814,2024-03-24,24,12,3,1,2024,6,1
815,2024-03-25,25,13,3,1,2024,0,0
816,2024-03-26,26,13,3,1,2024,1,0
817,2024-03-27,27,13,3,1,2024,2,0
818,2024-03-28,28,13,3,1,2024,3,0
819,2024-03-29,29,13,3,1,2024,4,0
820,2024-03-30,30,13,3,1,2024,5,1
821,2024-03-31,31,13,3,1,2024,6,1
822,2024-04-01,1,14,4,2,2024,0,0
823,2024-04-02,2,14,4,2,2024,1,0
824,2024-04-03,3,14,4,2,2024,2,0
825,2024-04-04,4,14,4,2,2024,3,0
826,2024-04-05,5,14,4,2,2024,4,0
827,2024-04-06,6,14,4,2,2024,5,1
828,2024-04-07,7,14,4,2,2024,6,1
829,2024-04-08,8,15,4,2,2024,0,0
830,2024-04-09,9,15,4,2,2024,1,0
831,2024-04-10,10,15,4,2,2024,2,0
832,2024-04-11,11,15,4,2,2024,3,0
833,2024-04-12,12,15,4,2,2024,4,0
834,2024-04-13,13,15,4,2,2024,5,1
835,2024-04-14,14,15,4,2,2024,6,1
836,2024-04-15,15,16,4,2,2024,0,0
837,2024-04-16,16,16,4,2,2024,1,0
838,2024-04-17,17,16,4,2,2024,2,0
839,2024-04-18,18,16,4,2,2024,3,0
840,2024-04-19,19,16,4,2,2024,4,0
841,2024-04-20,20,16,4,2,2024,5,1
842,2024-04-21,21,16,4,2,2024,6,1
843,2024-04-22,22,17,4,2,2024,0,0
844,2024-04-23,23,17,4,2,2024,1,0
845,2024-04-24,24,17,4,2,2024,2,0
846,2024-04-25,25,17,4,2,2024,3,0
847,2024-04-26,26,17,4,2,2024,4,0
848,2024-04-27,27,17,4,2,2024,5,1
849,2024-04-28,28,17,4,2,2024,6,1
850,2024-04-29,29,18,4,2,2024,0,0
851,2024-04-30,30,18,4,2,2024,1,0
852,2024-05-01,1,18,5,2,2024,2,0
853,2024-05-02,2,18,5,2,2024,3,0
854,2024-05-03,3,18,5,2,2024,4,0
855,2024-05-04,4,18,5,2,2024,5,1
856,2024-05-05,5,18,5,2,2024,6,1
857,2024-05-06,6,19,5,2,2024,0,0
858,2024-05-07,7,19,5,2,2024,1,0
859,2024-05-08,8,19,5,2,2024,2,0
860,2024-05-09,9,19,5,2,2024,3,0
861,2024-05-10,10,19,5,2,2024,4,0
862,2024-05-11,11,19,5,2,2024,5,1
863,2024-05-12,12,19,5,2,2024,6,1
864,2024-05-13,13,20,5,2,2024,0,0
865,2024-05-14,14,20,5,2,2024,1,0
866,2024-05-15,15,20,5,2,2024,2,0
867,2024-05-16,16,20,5,2,2024,3,0
868,2024-05-17,17,20,5,2,2024,4,0
869,2024-05-18,18,20,5,2,2024,5,1
870,2024-05-19,19,20,5,2,2024,6,1
871,2024-05-20,20,21,5,2,2024,0,0
872,2024-05-21,21,21,5,2,2024,1,0
873,2024-05-22,22,21,5,2,2024,2,0
874,2024-05-23,23,21,5,2,2024,3,0
875,2024-05-24,24,21,5,2,2024,4,0
876,2024-05-25,25,21,5,2,2024,5,1
877,2024-05-26,26,21,5,2,2024,6,1
878,2024-05-27,27,22,5,2,2024,0,0
879,2024-05-28,28,22,5,2,2024,1,0
880,2024-05-29,29,22,5,2,2024,2,0
881,2024-05-30,30,22,5,2,2024,3,0
882,2024-05-31,31,22,5,2,2024,4,0
883,2024-06-01,1,22,6,2,2024,5,1
884,2024-06-02,2,22,6,2,2024,6,1
885,2024-06-03,3,23,6,2,2024,0,0
886,2024-06-04,4,23,6,2,2024,1,0
887,2024-06-05,5,23,6,2,2024,2,0
888,2024-06-06,6,23,6,2,2024,3,0
889,2024-06-07,7,23,6,2,2024,4,0
890,2024-06-08,8,23,6,2,2024,5,1
891,2024-06-09,9,23,6,2,2024,6,1
892,2024-06-10,10,24,6,2,2024,0,0
893,2024-06-11,11,24,6,2,2024,1,0
894,2024-06-12,12,24,6,2,2024,2,0
895,2024-06-13,13,24,6,2,2024,3,0
896,2024-06-14,14,24,6,2,2024,4,0
897,2024-06-15,15,24,6,2,2024,5,1
898,2024-06-16,16,24,6,2,2024,6,1
899,2024-06-17,17,25,6,2,2024,0,0
900,2024-06-18,18,25,6,2,2024,1,0
901,2024-06-19,19,25,6,2,2024,2,0
902,2024-06-20,20,25,6,2,2024,3,0
903,2024-06-21,21,25,6,2,2024,4,0
904,2024-06-22,22,25,6,2,2024,5,1
905,2024-06-23,23,25,6,2,2024,6,1
906,2024-06-24,24,26,6,2,2024,0,0
907,2024-06-25,25,26,6,2,2024,1,0
908,2024-06-26,26,26,6,2,2024,2,0
909,2024-06-27,27,26,6,2,2024,3,0
910,2024-06-28,28,26,6,2,2024,4,0
911,2024-06-29,29,26,6,2,2024,5,1
912,2024-06-30,30,26,6,2,2024,6,1
913,2024-07-01,1,27,7,3,2024,0,0
914,2024-07-02,2,27,7,3,2024,1,0
915,2024-07-03,3,27,7,3,2024,2,0
916,2024-07-04,4,27,7,3,2024,3,0
917,2024-07-05,5,27,7,3,2024,4,0
918,2024-07-06,6,27,7,3,2024,5,1
919,2024-07-07,7,27,7,3,2024,6,1
920,2024-07-08,8,28,7,3,2024,0,0
921,2024-07-09,9,28,7,3,2024,1,0
922,2024-07-10,10,28,7,3,2024,2,0
923,2024-07-11,11,28,7,3,2024,3,0
924,2024-07-12,12,28,7,3,2024,4,0
925,2024-07-13,13,28,7,3,2024,5,1
926,2024-07-14,14,28,7,3,2024,6,1
927,2024-07-15,15,29,7,3,2024,0,0
928,2024-07-16,16,29,7,3,2024,1,0
929,2024-07-17,17,29,7,3,2024,2,0
930,2024-07-18,18,29,7,3,2024,3,0
931,2024-07-19,19,29,7,3,2024,4,0
932,2024-07-20,20,29,7,3,2024,5,1
933,2024-07-21,21,29,7,3,2024,6,1
934,2024-07-22,22,30,7,3,2024,0,0
935,2024-07-23,23,30,7,3,2024,1,0
936,2024-07-24,24,30,7,3,2024,2,0
937,2024-07-25,25,30,7,3,2024,3,0
938,2024-07-26,26,30,7,3,2024,4,0
939,2024-07-27,27,30,7,3,2024,5,1
940,2024-07-28,28,30,7,3,2024,6,1
941,2024-07-29,29,31,7,3,2024,0,0
942,2024-07-30,30,31,7,3,2024,1,0
943,2024-07-31,31,31,7,3,2024,2,0
944,2024-08-01,1,31,8,3,2024,3,0
945,2024-08-02,2,31,8,3,2024,4,0
946,2024-08-03,3,31,8,3,2024,5,1
947,2024-08-04,4,31,8,3,2024,6,1
948,2024-08-05,5,32,8,3,2024,0,0
949,2024-08-06,6,32,8,3,2024,1,0
950,2024-08-07,7,32,8,3,2024,2,0
951,2024-08-08,8,32,8,3,2024,3,0
952,2024-08-09,9,32,8,3,2024,4,0
953,2024-08-10,10,32,8,3,2024,5,1
954,2024-08-11,11,32,8,3,2024,6,1
955,2024-08-12,12,33,8,3,2024,0,0
956,2024-08-13,13,33,8,3,2024,1,0
957,2024-08-14,14,33,8,3,2024,2,0
958,2024-08-15,15,33,8,3,2024,3,0
959,2024-08-16,16,33,8,3,2024,4,0
960,2024-08-17,17,33,8,3,2024,5,1
961,2024-08-18,18,33,8,3,2024,6,1
962,2024-08-19,19,34,8,3,2024,0,0
963,2024-08-20,20,34,8,3,2024,1,0
964,2024-08-21,21,34,8,3,2024,2,0
965,2024-08-22,22,34,8,3,2024,3,0
966,2024-08-23,23,34,8,3,2024,4,0
967,2024-08-24,24,34,8,3,2024,5,1
968,2024-08-25,25,34,8,3,2024,6,1
969,2024-08-26,26,35,8,3,2024,0,0
970,2024-08-27,27,35,8,3,2024,1,0
971,2024-08-28,28,35,8,3,2024,2,0
972,2024-08-29,29,35,8,3,2024,3,0
973,2024-08-30,30,35,8,3,2024,4,0
974,2024-08-31,31,35,8,3,2024,5,1
975,2024-09-01,1,35,9,3,2024,6,1
976,2024-09-02,2,36,9,3,2024,0,0
977,2024-09-03,3,36,9,3,2024,1,0
978,2024-09-04,4,36,9,3,2024,2,0
979,2024-09-05,5,36,9,3,2024,3,0
980,2024-09-06,6,36,9,3,2024,4,0
981,2024-09-07,7,36,9,3,2024,5,1
982,2024-09-08,8,36,9,3,2024,6,1
983,2024-09-09,9,37,9,3,2024,0,0
984,2024-09-10,10,37,9,3,2024,1,0
985,2024-09-11,11,37,9,3,2024,2,0
986,2024-09-12,12,37,9,3,2024,3,0
987,2024-09-13,13,37,9,3,2024,4,0
988,2024-09-14,14,37,9,3,2024,5,1
989,2024-09-15,15,37,9,3,2024,6,1
990,2024-09-16,16,38,9,3,2024,0,0
991,2024-09-17,17,38,9,3,2024,1,0
992,2024-09-18,18,38,9,3,2024,2,0
993,2024-09-19,19,38,9,3,2024,3,0
994,2024-09-20,20,38,9,3,2024,4,0
995,2024-09-21,21,38,9,3,2024,5,1
996,2024-09-22,22,38,9,3,2024,6,1
997,2024-09-23,23,39,9,3,2024,0,0
998,2024-09-24,24,39,9,3,2024,1,0
999,2024-09-25,25,39,9,3,2024,2,0
1000,2024-09-26,26,39,9,3,2024,3,0
1001,2024-09-27,27,39,9,3,2024,4,0
1002,2024-09-28,28,39,9,3,2024,5,1
1003,2024-09-29,29,39,9,3,2024,6,1
1004,2024-09-30,30,40,9,3,2024,0,0
1005,2024-10-01,1,40,10,4,2024,1,0
1006,2024-10-02,2,40,10,4,2024,2,0
1007,2024-10-03,3,40,10,4,2024,3,0
1008,2024-10-04,4,40,10,4,2024,4,0
1009,2024-10-05,5,40,10,4,2024,5,1
1010,2024-10-06,6,40,10,4,2024,6,1
1011,2024-10-07,7,41,10,4,2024,0,0
1012,2024-10-08,8,41,10,4,2024,1,0
1013,2024-10-09,9,41,10,4,2024,2,0
1014,2024-10-10,10,41,10,4,2024,3,0
1015,2024-10-11,11,41,10,4,2024,4,0
1016,2024-10-12,12,41,10,4,2024,5,1
1017,2024-10-13,13,41,10,4,2024,6,1
1018,2024-10-14,14,42,10,4,2024,0,0
1019,2024-10-15,15,42,10,4,2024,1,0
1020,2024-10-16,16,42,10,4,2024,2,0
1021,2024-10-17,17,42,10,4,2024,3,0
1022,2024-10-18,18,42,10,4,2024,4,0
1023,2024-10-19,19,42,10,4,2024,5,1
1024,2024-10-20,20,42,10,4,2024,6,1
1025,2024-10-21,21,43,10,4,2024,0,0
1026,2024-10-22,22,43,10,4,2024,1,0
1027,2024-10-23,23,43,10,4,2024,2,0
1028,2024-10-24,24,43,10,4,2024,3,0
1029,2024-10-25,25,43,10,4,2024,4,0
1030,2024-10-26,26,43,10,4,2024,5,1
1031,2024-10-27,27,43,10,4,2024,6,1
1032,2024-10-28,28,44,10,4,2024,0,0
1033,2024-10-29,29,44,10,4,2024,1,0
1034,2024-10-30,30,44,10,4,2024,2,0
1035,2024-10-31,31,44,10,4,2024,3,0
1036,2024-11-01,1,44,11,4,2024,4,0
1037,2024-11-02,2,44,11,4,2024,5,1
1038,2024-11-03,3,44,11,4,2024,6,1
1039,2024-11-04,4,45,11,4,2024,0,0
1040,2024-11-05,5,45,11,4,2024,1,0
1041,2024-11-06,6,45,11,4,2024,2,0
1042,2024-11-07,7,45,11,4,2024,3,0
1043,2024-11-08,8,45,11,4,2024,4,0
1044,2024-11-09,9,45,11,4,2024,5,1
1045,2024-11-10,10,45,11,4,2024,6,1
1046,2024-11-11,11,46,11,4,2024,0,0
1047,2024-11-12,12,46,11,4,2024,1,0
1048,2024-11-13,13,46,11,4,2024,2,0
1049,2024-11-14,14,46,11,4,2024,3,0
1050,2024-11-15,15,46,11,4,2024,4,0
1051,2024-11-16,16,46,11,4,2024,5,1
1052,2024-11-17,17,46,11,4,2024,6,1
1053,2024-11-18,18,47,11,4,2024,0,0
1054,2024-11-19,19,47,11,4,2024,1,0
1055,2024-11-20,20,47,11,4,2024,2,0
1056,2024-11-21,21,47,11,4,2024,3,0
1057,2024-11-22,22,47,11,4,2024,4,0
1058,2024-11-23,23,47,11,4,2024,5,1
1059,2024-11-24,24,47,11,4,2024,6,1
1060,2024-11-25,25,48,11,4,2024,0,0
1061,2024-11-26,26,48,11,4,2024,1,0
1062,2024-11-27,27,48,11,4,2024,2,0
1063,2024-11-28,28,48,11,4,2024,3,0
1064,2024-11-29,29,48,11,4,2024,4,0
1065,2024-11-30,30,48,11,4,2024,5,1
1066,2024-12-01,1,48,12,4,2024,6,1
1067,2024-12-02,2,49,12,4,2024,0,0
1068,2024-12-03,3,49,12,4,2024,1,0
1069,2024-12-04,4,49,12,4,2024,2,0
1070,2024-12-05,5,49,12,4,2024,3,0
1071,2024-12-06,6,49,12,4,2024,4,0
1072,2024-12-07,7,49,12,4,2024,5,1
1073,2024-12-08,8,49,12,4,2024,6,1
1074,2024-12-09,9,50,12,4,2024,0,0
1075,2024-12-10,10,50,12,4,2024,1,0
1076,2024-12-11,11,50,12,4,2024,2,0
1077,2024-12-12,12,50,12,4,2024,3,0
1078,2024-12-13,13,50,12,4,2024,4,0
1079,2024-12-14,14,50,12,4,2024,5,1
1080,2024-12-15,15,50,12,4,2024,6,1
1081,2024-12-16,16,51,12,4,2024,0,0
1082,2024-12-17,17,51,12,4,2024,1,0
1083,2024-12-18,18,51,12,4,2024,2,0
1084,2024-12-19,19,51,12,4,2024,3,0
1085,2024-12-20,20,51,12,4,2024,4,0
1086,2024-12-21,21,51,12,4,2024,5,1
1087,2024-12-22,22,51,12,4,2024,6,1
1088,2024-12-23,23,52,12,4,2024,0,0
1089,2024-12-24,24,52,12,4,2024,1,0
1090,2024-12-25,25,52,12,4,2024,2,0
1091,2024-12-26,26,52,12,4,2024,3,0
1092,2024-12-27,27,52,12,4,2024,4,0
1093,2024-12-28,28,52,12,4,2024,5,1
1094,2024-12-29,29,52,12,4,2024,6,1
1095,2024-12-30,30,1,12,4,2024,0,0
1096,2024-12-31,31,1,12,4,2024,1,0
